Date,Site ID (new),Chl RFU_mean,Chl RFU_std,Chl ug/L_mean,DO mg/L_mean,DO mg/L_min,DO mg/L_max,DO %_mean,Temp °C_mean,pH_mean,BGA-PC RFU_mean,DO_diel,DO_sat_anomaly,Chl_RFU_night,Sample Site,Chl_from_algae,log_cells,log_biovolume,share_Cyanobacteria,share_Bacillariophyta,Site Code,"NH3-ISE (mg/L), lo-level",NO3+NO2 (mg/L),OP-Phos (mg/L),"log_NH3-ISE (mg/L), lo-level",log_NO3+NO2 (mg/L),log_OP-Phos (mg/L),DO_diel_lag1,DO_diel_lag3,DO_diel_lag7,DO_sat_anomaly_lag1,DO_sat_anomaly_lag3,DO_sat_anomaly_lag7,Temp °C_mean_lag1,Temp °C_mean_lag3,Temp °C_mean_lag7,day_of_year,sin_doy,cos_doy,Chl_proxy,Chl_RFU_best,has_anchor,days_since_anchor,w_RFU,w_proxy,Chl_fused,NPQ_flag,YSI_proxy_ratio,low_bias_flag,DO_Chl_mismatch,anchor_error,anchor_disagree,any_QC_flag,DO mg/L_mean_interp,DO mg/L_mean_is_measured,DO %_mean_interp,DO %_mean_is_measured,Temp °C_mean_interp,Temp °C_mean_is_measured,pH_mean_interp,pH_mean_is_measured,DO_diel_interp,DO_diel_is_measured,DO_sat_anomaly_interp,DO_sat_anomaly_is_measured,DO_diel_interp_lag1,DO_sat_anomaly_interp_lag1,DO_diel_interp_lag3,DO_sat_anomaly_interp_lag3,DO_diel_interp_lag7,DO_sat_anomaly_interp_lag7,Chl_continuous,data_quality,Chl_continuous_lower,Chl_continuous_upper
2010-07-09,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,-0.12874817745258066,-0.99167731989929,,,,,,,,,,,,,,,13.99235294117647,False,121.65588235294119,False,19.612058823529413,False,9.424411764705882,False,0.008235294117646811,False,21.655882352941187,False,0.008823529411764442,20.820588235294128,0.0099999999999997,19.15000000000001,0.0099999999999997,19.15000000000001,11.356798376687232,0.0,5.678399188343616,17.03519756503085
2010-07-10,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,-0.14579919691987442,-0.9893142039703664,,,,,,,,,,,,,,,13.991470588235293,False,122.49117647058824,False,19.809411764705885,False,9.455882352941176,False,0.007647058823529182,False,22.491176470588247,False,0.008235294117646811,21.655882352941187,0.009411764705882071,19.98529411764707,0.0099999999999997,19.15000000000001,11.783204272082866,0.0,5.891602136041433,17.674806408124297
2010-07-11,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,-0.16280701293851646,-0.9866579328916572,,,,,,,,,,,,,,,13.990588235294117,False,123.32647058823531,False,20.006764705882354,False,9.48735294117647,False,0.007058823529411553,False,23.326470588235306,False,0.007647058823529182,22.491176470588247,0.008823529411764442,20.820588235294128,0.0099999999999997,19.15000000000001,12.224324495744241,0.0,6.112162247872121,18.336486743616362
2010-07-12,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,-0.17976658572556214,-0.9837092937736098,,,,,,,,,,,,,,,13.989705882352942,False,124.16176470588236,False,20.204117647058826,False,9.518823529411764,False,0.0064705882352939234,False,24.161764705882366,False,0.007058823529411553,23.326470588235306,0.008235294117646811,21.655882352941187,0.0099999999999997,19.15000000000001,12.680666806730631,0.0,6.340333403365316,19.02100021009595
2010-07-13,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,-0.19667288979357622,-0.9804691603616321,,,,,,,,,,,,,,,13.988823529411764,False,124.99705882352943,False,20.401470588235295,False,9.550294117647057,False,0.0058823529411762936,False,24.997058823529425,False,0.0064705882352939234,24.161764705882366,0.007647058823529182,22.491176470588247,0.0099999999999997,19.15000000000001,13.152756485748055,0.0,6.576378242874028,19.729134728622082
2010-07-14,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,-0.2135209154397959,-0.9769384927771817,,,,,,,,,,,,,,,13.988823529411764,False,124.99705882352943,False,20.401470588235295,False,9.550294117647057,False,0.0058823529411762936,False,24.997058823529425,False,0.0058823529411762936,24.997058823529425,0.007058823529411553,23.326470588235306,0.009411764705882071,19.98529411764707,13.152756485748055,0.0,6.576378242874028,19.729134728622082
2010-07-15,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,-0.23030567023061196,-0.973118337233262,,,,,,,,,,,,,,,13.988823529411764,False,124.99705882352943,False,20.401470588235295,False,9.550294117647057,False,0.0058823529411762936,False,24.997058823529425,False,0.0058823529411762936,24.997058823529425,0.0064705882352939234,24.161764705882366,0.008823529411764442,20.820588235294128,13.152756485748055,0.0,6.576378242874028,19.729134728622082
2010-07-16,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,-0.24702218048093527,-0.9690098257244063,,,,,,,,,,,,,,,13.988823529411764,False,124.99705882352943,False,20.401470588235295,False,9.550294117647057,False,0.0058823529411762936,False,24.997058823529425,False,0.0058823529411762936,24.997058823529425,0.0058823529411762936,24.997058823529425,0.008235294117646811,21.655882352941187,13.152756485748055,0.0,6.576378242874028,19.729134728622082
2010-07-17,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,-0.2636654927280072,-0.9646141756912435,,,,,,,,,,,,,,,13.988823529411764,False,124.99705882352943,False,20.401470588235295,False,9.550294117647057,False,0.0058823529411762936,False,24.997058823529425,False,0.0058823529411762936,24.997058823529425,0.0058823529411762936,24.997058823529425,0.007647058823529182,22.491176470588247,13.152756485748055,0.0,6.576378242874028,19.729134728622082
2010-07-18,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,-0.2802306751992161,-0.9599326896597445,,,,,,,,,,,,,,,13.988823529411764,False,124.99705882352943,False,20.401470588235295,False,9.550294117647057,False,0.0058823529411762936,False,24.997058823529425,False,0.0058823529411762936,24.997058823529425,0.0058823529411762936,24.997058823529425,0.007058823529411553,23.326470588235306,13.152756485748055,0.0,6.576378242874028,19.729134728622082
2010-07-19,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,-0.2967128192734901,-0.9549667548552553,,,,,,,,,,,,,,,13.988823529411764,False,124.99705882352943,False,20.401470588235295,False,9.550294117647057,False,0.0058823529411762936,False,24.997058823529425,False,0.0058823529411762936,24.997058823529425,0.0058823529411762936,24.997058823529425,0.0064705882352939234,24.161764705882366,13.152756485748055,0.0,6.576378242874028,19.729134728622082
2010-07-20,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,-0.3131070409358267,-0.9497178427914317,,,,,,,,,,,,,,,13.988823529411764,False,124.99705882352943,False,20.401470588235295,False,9.550294117647057,False,0.0058823529411762936,False,24.997058823529425,False,0.0058823529411762936,24.997058823529425,0.0058823529411762936,24.997058823529425,0.0058823529411762936,24.997058823529425,13.152756485748055,0.0,6.576378242874028,19.729134728622082
2010-07-21,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,-0.3294084822245302,-0.9441875088341994,,,,,,,,,,,,,,,13.988823529411764,False,124.99705882352943,False,20.401470588235295,False,9.550294117647057,False,0.0058823529411762936,False,24.997058823529425,False,0.0058823529411762936,24.997058823529425,0.0058823529411762936,24.997058823529425,0.0058823529411762936,24.997058823529425,13.152756485748055,0.0,6.576378242874028,19.729134728622082
2010-07-22,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,-0.3456123126707333,-0.9383773917408642,,,,,,,,,,,,,,,13.988823529411764,False,124.99705882352943,False,20.401470588235295,False,9.550294117647057,False,0.0058823529411762936,False,24.997058823529425,False,0.0058823529411762936,24.997058823529425,0.0058823529411762936,24.997058823529425,0.0058823529411762936,24.997058823529425,13.152756485748055,0.0,6.576378242874028,19.729134728622082
2010-07-23,BB,0.3249999999999999,0.0353553390593273,1.2999999999999998,13.98,13.98,13.98,133.35000000000002,22.375,9.864999999999998,,0.0,33.35000000000002,,,,,,,,BB,0.025,0.025,,-1.585026652029182,-1.585026652029182,-2.6989700043360187,0.0099999999999997,,,19.15000000000001,,,19.020000000000003,,,204,-0.3617137307297674,-0.9322892131745134,18.869123930197755,0.3249999999999999,0.0,0.0,0.2689414213699951,0.7310585786300049,14.144058768184776,False,0.0654281489494469,True,False,,False,True,13.98,True,133.35000000000002,True,22.375,True,9.864999999999998,True,0.0,True,33.35000000000002,True,0.0058823529411762936,24.997058823529425,0.0058823529411762936,24.997058823529425,0.0058823529411762936,24.997058823529425,18.869123930197755,1.0,18.869123930197755,18.869123930197755
2010-07-24,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,-0.37770796520396466,-0.9259247771938499,,,,,,,,,,,,,,,13.986666666666666,False,131.24166666666667,False,22.599166666666665,False,9.813333333333333,False,0.0,False,31.241666666666685,False,0.0,33.35000000000002,0.0058823529411762936,24.997058823529425,0.0058823529411762936,24.997058823529425,17.238528149975014,0.0,8.619264074987507,25.857792224962523
2010-07-25,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,-0.39359027665646645,-0.9192859697186105,,,,,,,,,,,,,,,13.993333333333334,False,129.13333333333335,False,22.823333333333334,False,9.761666666666665,False,0.0,False,29.13333333333335,False,0.0,31.241666666666685,0.0058823529411762936,24.997058823529425,0.0058823529411762936,24.997058823529425,15.741750177111118,0.0,7.870875088555559,23.61262526566668
2010-07-26,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,-0.4093559588156211,-0.9123747579707274,,,,,,,,,,,,,,,14.0,False,127.02500000000002,False,23.0475,False,9.709999999999999,False,0.0,False,27.025000000000013,False,0.0,29.13333333333335,0.0,33.35000000000002,0.0058823529411762936,24.997058823529425,14.36780800994537,0.0,7.183904004972685,21.551712014918056
2010-07-27,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,-0.42500033996955394,-0.9051931898913975,,,,,,,,,,,,,,,14.006666666666666,False,124.91666666666667,False,23.271666666666665,False,9.658333333333333,False,0.0,False,24.91666666666668,False,0.0,27.025000000000013,0.0,31.241666666666685,0.0058823529411762936,24.997058823529425,13.106620904750203,0.0,6.553310452375102,19.659931357125306
2010-07-28,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,-0.4405187843504952,-0.8977433935342336,,,,,,,,,,,,,,,14.013333333333334,False,122.80833333333334,False,23.495833333333334,False,9.606666666666666,False,0.0,False,22.80833333333334,False,0.0,24.91666666666668,0.0,29.13333333333335,0.0058823529411762936,24.997058823529425,11.948935412360271,0.0,5.9744677061801355,17.923403118540406
2010-07-29,BB,0.2125,0.2651650429449553,0.8500000000000001,14.02,14.02,14.02,120.7,23.72,9.555,,0.0,20.700000000000003,,,,,,,,BB,0.025,0.025,,-1.585026652029182,-1.585026652029182,-2.6989700043360187,0.0,0.0099999999999997,,33.35000000000002,,,22.375,12.63,,210,-0.455906693508459,-0.8900275764346766,10.88625748474007,0.2125,0.0,0.0,0.2689414213699951,0.7310585786300049,8.187092131558824,False,0.0715111548854847,True,False,,False,True,14.02,True,120.7,True,23.72,True,9.555,True,0.0,True,20.700000000000003,True,0.0,22.80833333333334,0.0,27.025000000000013,0.0058823529411762936,24.997058823529425,10.88625748474007,1.0,10.88625748474007,10.88625748474007
2010-07-30,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,-0.47115950767386394,-0.8820480249558535,,,,,,,,,,,,,,,13.285833333333333,False,119.48333333333333,False,23.705,False,9.535833333333333,False,0.0216666666666665,False,19.483333333333338,False,0.0,20.700000000000003,0.0,24.91666666666668,0.0,33.35000000000002,10.3131703847172,0.0,5.1565851923586,15.4697555770758
2010-07-31,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,-0.4862727071086902,-0.8738071036110807,,,,,,,,,,,,,,,12.551666666666666,False,118.26666666666667,False,23.689999999999998,False,9.516666666666666,False,0.043333333333333,False,18.26666666666667,False,0.0216666666666665,19.483333333333338,0.0,22.80833333333334,0.0,31.241666666666685,9.767714254714479,0.0,4.883857127357239,14.651571382071719
2010-08-01,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,-0.5012418134457756,-0.8653072543632061,,,,,,,,,,,,,,,11.8175,False,117.05000000000001,False,23.674999999999997,False,9.497499999999999,False,0.0649999999999995,False,17.050000000000004,False,0.043333333333333,18.26666666666667,0.0,20.700000000000003,0.0,29.13333333333335,9.24855688797969,0.0,4.624278443989845,13.872835331969537
2010-08-02,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,-0.5160623910158526,-0.8565509959010037,,,,,,,,,,,,,,,11.083333333333334,False,115.83333333333334,False,23.66,False,9.478333333333333,False,0.086666666666666,False,15.83333333333334,False,0.0649999999999995,17.050000000000004,0.0216666666666665,19.483333333333338,0.0,27.025000000000013,8.754430309122384,0.0,4.377215154561192,13.131645463683576
2010-08-03,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,-0.5307300481619331,-0.8475409228928312,,,,,,,,,,,,,,,10.349166666666667,False,114.61666666666667,False,23.645,False,9.459166666666667,False,0.1083333333333325,False,14.616666666666672,False,0.086666666666666,15.83333333333334,0.043333333333333,18.26666666666667,0.0,24.91666666666668,8.284127677246293,0.0,4.142063838623146,12.426191515869439
2010-08-04,BB,0.4375,0.1237436867076458,1.75,9.615,9.55,9.68,113.4,23.63,9.44,,0.129999999999999,13.400000000000006,,,,,,,,BB,0.025,0.025,,-1.585026652029182,-1.585026652029182,-2.6989700043360187,0.0,0.0099999999999997,,20.700000000000003,19.15000000000001,,23.72,19.020000000000003,,216,-0.5452404385406507,-0.8382797052177745,7.836500338395027,0.4375,0.0,0.0,0.2689414213699951,0.7310585786300049,6.199588286218113,False,0.1980422036986932,False,False,,False,False,9.615,True,113.4,True,23.63,True,9.44,True,0.129999999999999,True,13.400000000000006,True,0.1083333333333325,14.616666666666672,0.0649999999999995,17.050000000000004,0.0,22.80833333333334,7.836500338395027,1.0,7.836500338395027,7.836500338395027
2010-08-05,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,-0.5595892624101763,-0.828770087174504,,,,,,,,,,,,,,,9.50625,False,112.11875,False,23.63,False,9.411875,False,0.12249999999999894,False,12.118750000000006,False,0.129999999999999,13.400000000000006,0.086666666666666,15.83333333333334,0.0,20.700000000000003,7.388422682088796,0.0,3.694211341044398,11.082634023133195
2010-08-06,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,-0.5737722679043243,-0.8190148866680802,,,,,,,,,,,,,,,9.3975,False,110.8375,False,23.63,False,9.38375,False,0.11499999999999888,False,10.837500000000006,False,0.12249999999999894,12.118750000000006,0.1083333333333325,14.616666666666672,0.0216666666666665,19.483333333333338,6.9630659648865345,0.0,3.4815329824432673,10.444598947329801
2010-08-07,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,-0.5877852522924734,-0.8090169943749472,,,,,,,,,,,,,,,9.28875,False,109.55625,False,23.63,False,9.355625,False,0.10749999999999882,False,9.556250000000006,False,0.11499999999999888,10.837500000000006,0.129999999999999,13.400000000000006,0.043333333333333,18.26666666666667,6.559278062672032,0.0,3.279639031336016,9.838917094008048
2010-08-08,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,-0.6016240632249227,-0.7987793728863648,,,,,,,,,,,,,,,9.18,False,108.275,False,23.630000000000003,False,9.3275,False,0.09999999999999876,False,8.275000000000006,False,0.10749999999999882,9.556250000000006,0.12249999999999894,12.118750000000006,0.0649999999999995,17.050000000000004,6.175965272769011,0.0,3.0879826363845053,9.263947909153515
2010-08-09,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,-0.6152845999633277,-0.7883050558305253,,,,,,,,,,,,,,,9.071250000000001,False,106.99375,False,23.630000000000003,False,9.299375,False,0.09249999999999868,False,6.993750000000006,False,0.09999999999999876,8.275000000000006,0.11499999999999888,10.837500000000006,0.086666666666666,15.83333333333334,5.812089351530576,0.0,2.906044675765288,8.718134027295864
2010-08-10,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,-0.6287628145958345,-0.7775971469736268,,,,,,,,,,,,,,,8.9625,False,105.7125,False,23.630000000000003,False,9.27125,False,0.08499999999999862,False,5.712500000000006,False,0.09249999999999868,6.993750000000006,0.10749999999999882,9.556250000000006,0.1083333333333325,14.616666666666672,5.466664702145359,0.0,2.7333323510726797,8.19999705321804
2010-08-11,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,-0.6420547132365636,-0.7666588193001592,,,,,,,,,,,,,,,8.853750000000002,False,104.43125,False,23.630000000000003,False,9.243125,False,0.07749999999999856,False,4.431250000000006,False,0.08499999999999862,5.712500000000006,0.09999999999999876,8.275000000000006,0.129999999999999,13.400000000000006,5.138755705043255,0.0,2.5693778525216273,7.7081335575648815
2010-08-12,BB,0.3874999999999999,0.1237436867076458,1.5499999999999998,8.745000000000001,8.71,8.78,103.15,23.630000000000003,9.215,,0.0699999999999985,3.1500000000000057,,,,,,,,,,,,,,,0.129999999999999,0.0,,13.400000000000006,33.35000000000002,,23.63,22.375,,224,-0.655156357209085,-0.7554933140726804,4.827474183669842,0.3874999999999999,0.0,0.0,0.2689414213699951,0.7310585786300049,3.94602561821021,False,0.2659814443011208,False,False,,False,False,8.745000000000001,True,103.15,True,23.630000000000003,True,9.215,True,0.0699999999999985,True,3.1500000000000057,True,0.07749999999999856,4.431250000000006,0.09249999999999868,6.993750000000006,0.12249999999999894,12.118750000000006,4.827474183669842,1.0,4.827474183669842,4.827474183669842
2010-08-13,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,-0.6680638642135333,-0.7441039398713608,,,,,,,,,,,,,,,8.665909090909091,False,101.89090909090909,False,23.439545454545456,False,9.068636363636363,False,0.06454545454545314,False,1.890909090909097,False,0.0699999999999985,3.1500000000000057,0.08499999999999862,5.712500000000006,0.11499999999999888,10.837500000000006,4.536958013858088,0.0,2.268479006929044,6.805437020787132
2010-08-14,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,-0.6807734094770159,-0.7324940716135792,,,,,,,,,,,,,,,8.586818181818183,False,100.63181818181819,False,23.24909090909091,False,8.922272727272727,False,0.059090909090907806,False,0.6318181818181885,False,0.06454545454545314,1.890909090909097,0.07749999999999856,4.431250000000006,0.10749999999999882,9.556250000000006,4.260924901759163,0.0,2.1304624508795813,6.391387352638744
2010-08-15,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,-0.6932812268869771,-0.7206671495538615,,,,,,,,,,,,,,,8.507727272727273,False,99.37272727272727,False,23.058636363636367,False,8.77590909090909,False,0.05363636363636246,False,-0.6272727272727201,False,0.059090909090907806,0.6318181818181885,0.0699999999999985,3.1500000000000057,0.09999999999999876,8.275000000000006,3.998652825735337,0.0,1.9993264128676684,5.997979238603005
2010-08-16,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,-0.7055836101071774,-0.7086266782644601,,,,,,,,,,,,,,,8.428636363636365,False,98.11363636363637,False,22.86818181818182,False,8.629545454545454,False,0.04818181818181712,False,-1.8863636363636287,False,0.05363636363636246,-0.6272727272727201,0.06454545454545314,1.890909090909097,0.09249999999999868,6.993750000000006,3.7494557589819983,0.0,1.8747278794909992,5.6241836384729975
2010-08-17,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,-0.7176769136759615,-0.6963762255968726,,,,,,,,,,,,,,,8.349545454545455,False,96.85454545454546,False,22.677727272727275,False,8.483181818181817,False,0.04272727272727177,False,-3.1454545454545375,False,0.04818181818181712,-1.8863636363636287,0.059090909090907806,0.6318181818181885,0.08499999999999862,5.712500000000006,3.5126818750828006,0.0,1.7563409375414003,5.2690228126242005
2010-08-18,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,-0.7295575540864876,-0.6839194216246105,,,,,,,,,,,,,,,8.270454545454546,False,95.59545454545456,False,22.487272727272728,False,8.336818181818183,False,0.03727272727272642,False,-4.404545454545445,False,0.04272727272727177,-3.1454545454545375,0.05363636363636246,-0.6272727272727201,0.07749999999999856,4.431250000000006,3.287711843022982,0.0,1.643855921511491,4.931567764534472
2010-08-19,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,-0.7412220108485957,-0.6712599575675315,,,,,,,,,,,,,,,8.191363636363636,False,94.33636363636364,False,22.296818181818182,False,8.190454545454546,False,0.03181818181818108,False,-5.663636363636354,False,0.03727272727272642,-4.404545454545445,0.04818181818181712,-1.8863636363636287,0.0699999999999985,3.1500000000000057,3.0739572072011416,0.0,1.5369786036005708,4.610935810801712
2010-08-20,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,-0.7526668275320083,-0.6584015846980489,,,,,,,,,,,,,,,8.191363636363636,False,94.33636363636364,False,22.296818181818182,False,8.190454545454546,False,0.03181818181818108,False,-5.663636363636354,False,0.03181818181818108,-5.663636363636354,0.04272727272727177,-3.1454545454545375,0.06454545454545314,1.890909090909097,3.0739572072011416,0.0,1.5369786036005708,4.610935810801712
2010-08-21,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,-0.7638886127905429,-0.64534811322955,,,,,,,,,,,,,,,8.191363636363636,False,94.33636363636364,False,22.296818181818182,False,8.190454545454546,False,0.03181818181818108,False,-5.663636363636354,False,0.03181818181818108,-5.663636363636354,0.03727272727272642,-4.404545454545445,0.059090909090907806,0.6318181818181885,3.0739572072011416,0.0,1.5369786036005708,4.610935810801712
