datetime,chlorophyll_ugL,sensor,method
2011-07-10,70.66557564553743,MODIS-Terra,Green Red Ratio
2011-07-15,91.04489413502394,MODIS-Terra,Green Red Ratio
2011-07-22,31.385739164863757,MODIS-Terra,Green Red Ratio
2011-07-23,182.83407449296854,MODIS-Terra,Green Red Ratio
2011-07-24,105.78943966962862,MODIS-Terra,Green Red Ratio
2011-07-26,44.858932398479844,MODIS-Terra,Green Red Ratio
2011-07-27,32.624370524335134,MODIS-Terra,Green Red Ratio
2011-07-28,144.81909665781362,MODIS-Terra,Green Red Ratio
2011-07-29,82.05053828031967,MODIS-Terra,Green Red Ratio
2011-07-30,204.86286123379068,MODIS-Terra,Green Red Ratio
2011-07-31,181.08157978186148,MODIS-Terra,Green Red Ratio
2011-08-01,216.57932265926746,MODIS-Terra,Green Red Ratio
2011-08-02,108.51291315443262,MODIS-Terra,Green Red Ratio
2011-08-03,123.63878345939129,MODIS-Terra,Green Red Ratio
2011-08-04,117.7907350932112,MODIS-Terra,Green Red Ratio
2011-08-05,26.87467328746669,MODIS-Terra,Green Red Ratio
2011-08-06,99.8891318671365,MODIS-Terra,Green Red Ratio
2011-08-07,33.266471169252355,MODIS-Terra,Green Red Ratio
2011-08-09,137.26860870546165,MODIS-Terra,Green Red Ratio
2011-08-10,165.72999910779495,MODIS-Terra,Green Red Ratio
2011-08-11,171.4098479373704,MODIS-Terra,Green Red Ratio
2011-08-12,128.95208046386966,MODIS-Terra,Green Red Ratio
2011-08-13,123.29152483450802,MODIS-Terra,Green Red Ratio
2011-08-14,53.7591531195645,MODIS-Terra,Green Red Ratio
2011-08-16,152.60732078147487,MODIS-Terra,Green Red Ratio
2011-08-17,312.43588185575214,MODIS-Terra,Green Red Ratio
2011-08-18,121.67444172184751,MODIS-Terra,Green Red Ratio
2011-08-19,116.56396506322392,MODIS-Terra,Green Red Ratio
2011-08-20,151.3594736713585,MODIS-Terra,Green Red Ratio
2011-08-21,81.67625002956484,MODIS-Terra,Green Red Ratio
2011-08-22,78.33085949996718,MODIS-Terra,Green Red Ratio
2011-08-23,392.4495039403818,MODIS-Terra,Green Red Ratio
2011-08-25,160.31470493815596,MODIS-Terra,Green Red Ratio
2011-08-26,99.91863827316432,MODIS-Terra,Green Red Ratio
2011-08-27,90.01413873602233,MODIS-Terra,Green Red Ratio
2011-08-29,100.48982239968232,MODIS-Terra,Green Red Ratio
2011-09-01,91.6695437068445,MODIS-Terra,Green Red Ratio
2011-09-02,175.83156273210906,MODIS-Terra,Green Red Ratio
2011-09-03,130.200828657989,MODIS-Terra,Green Red Ratio
2011-09-04,112.13539760281635,MODIS-Terra,Green Red Ratio
2011-09-05,53.7336107997821,MODIS-Terra,Green Red Ratio
2011-09-06,288.9912254056617,MODIS-Terra,Green Red Ratio
2011-09-08,75.0289812946554,MODIS-Terra,Green Red Ratio
2011-09-09,195.89873473704668,MODIS-Terra,Green Red Ratio
2011-09-10,43.27868799102444,MODIS-Terra,Green Red Ratio
2011-09-11,58.812681805290005,MODIS-Terra,Green Red Ratio
2011-09-12,35.061047823954105,MODIS-Terra,Green Red Ratio
2011-09-13,180.76152379792558,MODIS-Terra,Green Red Ratio
2011-09-19,35.48244574984572,MODIS-Terra,Green Red Ratio
2011-09-20,73.62932200705292,MODIS-Terra,Green Red Ratio
2011-09-21,109.42633251341586,MODIS-Terra,Green Red Ratio
2011-09-23,80.37798244787878,MODIS-Terra,Green Red Ratio
2011-09-24,112.90013933751897,MODIS-Terra,Green Red Ratio
2011-09-28,44.18067424616842,MODIS-Terra,Green Red Ratio
2011-09-29,119.07029127549586,MODIS-Terra,Green Red Ratio
2011-10-08,36.376921037974945,MODIS-Terra,Green Red Ratio
2011-10-14,54.67969434852415,MODIS-Terra,Green Red Ratio
2011-10-17,115.9708810133802,MODIS-Terra,Green Red Ratio
2011-10-18,60.27186788623461,MODIS-Terra,Green Red Ratio
2011-10-23,35.802977678401234,MODIS-Terra,Green Red Ratio
2011-10-25,29.230823432402048,MODIS-Terra,Green Red Ratio
2011-10-26,36.607070791262444,MODIS-Terra,Green Red Ratio
2011-10-27,20.552557039899984,MODIS-Terra,Green Red Ratio
2011-11-01,14.8561150408349,MODIS-Terra,Green Red Ratio
2011-11-02,11.936834767189625,MODIS-Terra,Green Red Ratio
2011-11-29,9.124639539603832,MODIS-Terra,Green Red Ratio
2011-12-01,10.537143678048647,MODIS-Terra,Green Red Ratio
2011-12-02,13.92628028551579,MODIS-Terra,Green Red Ratio
2011-12-03,17.199085167337934,MODIS-Terra,Green Red Ratio
2011-12-04,8.507232475764118,MODIS-Terra,Green Red Ratio
2011-12-05,17.069436705399298,MODIS-Terra,Green Red Ratio
2011-12-06,12.125087186188425,MODIS-Terra,Green Red Ratio
2011-12-07,17.490049041814945,MODIS-Terra,Green Red Ratio
2011-12-08,10.059010044729689,MODIS-Terra,Green Red Ratio
2011-12-09,10.185595791505369,MODIS-Terra,Green Red Ratio
2011-12-10,11.603982565166007,MODIS-Terra,Green Red Ratio
2011-12-12,11.092586313265,MODIS-Terra,Green Red Ratio
2011-12-13,8.511336803276912,MODIS-Terra,Green Red Ratio
2011-12-16,14.981298911537348,MODIS-Terra,Green Red Ratio
2011-12-17,10.251236571115015,MODIS-Terra,Green Red Ratio
2011-12-21,15.682357243603256,MODIS-Terra,Green Red Ratio
2011-12-22,8.220088053115225,MODIS-Terra,Green Red Ratio
2011-12-23,12.224396455403332,MODIS-Terra,Green Red Ratio
2012-01-03,13.692091525702295,MODIS-Terra,Green Red Ratio
2012-01-08,21.74102671278546,MODIS-Terra,Green Red Ratio
2012-01-10,12.759486091182376,MODIS-Terra,Green Red Ratio
2012-01-27,26.1568348203921,MODIS-Terra,Green Red Ratio
2012-02-02,47.89766414858653,MODIS-Terra,Green Red Ratio
2012-02-03,15.247966865412987,MODIS-Terra,Green Red Ratio
2012-02-06,13.174836220978984,MODIS-Terra,Green Red Ratio
2012-02-24,58.68319833711413,MODIS-Terra,Green Red Ratio
2012-03-04,15.55995157967645,MODIS-Terra,Green Red Ratio
2012-03-08,32.05529868186763,MODIS-Terra,Green Red Ratio
2012-03-26,26.521613836720444,MODIS-Terra,Green Red Ratio
2012-04-14,23.02658842463456,MODIS-Terra,Green Red Ratio
2012-04-21,82.94598692065118,MODIS-Terra,Green Red Ratio
2012-04-22,167.76389700492092,MODIS-Terra,Green Red Ratio
2012-04-23,45.15332681710106,MODIS-Terra,Green Red Ratio
2012-05-06,63.82703332269403,MODIS-Terra,Green Red Ratio
2012-05-07,100.04528685600556,MODIS-Terra,Green Red Ratio
2012-05-09,60.74492903454713,MODIS-Terra,Green Red Ratio
2012-05-10,32.58751795043317,MODIS-Terra,Green Red Ratio
2012-05-12,82.31463542166178,MODIS-Terra,Green Red Ratio
2012-05-13,78.18130259381077,MODIS-Terra,Green Red Ratio
2012-05-14,85.00485265200408,MODIS-Terra,Green Red Ratio
2012-05-15,34.20691065109446,MODIS-Terra,Green Red Ratio
2012-05-16,94.88807485869158,MODIS-Terra,Green Red Ratio
2012-05-17,43.3034363787203,MODIS-Terra,Green Red Ratio
2012-05-30,18.30649796846497,MODIS-Terra,Green Red Ratio
2012-06-01,126.3161159415318,MODIS-Terra,Green Red Ratio
2012-06-06,67.71466116370271,MODIS-Terra,Green Red Ratio
2012-06-10,78.92334311599899,MODIS-Terra,Green Red Ratio
2012-06-11,29.822596343450225,MODIS-Terra,Green Red Ratio
2012-06-13,32.973548991510334,MODIS-Terra,Green Red Ratio
2012-06-14,66.88713301784915,MODIS-Terra,Green Red Ratio
2012-06-15,60.384078101783906,MODIS-Terra,Green Red Ratio
2012-06-16,45.22341457246858,MODIS-Terra,Green Red Ratio
2012-06-21,80.96669959014223,MODIS-Terra,Green Red Ratio
2012-06-24,41.44873045359207,MODIS-Terra,Green Red Ratio
2012-06-27,24.40221272521909,MODIS-Terra,Green Red Ratio
2012-07-02,225.61483798330036,MODIS-Terra,Green Red Ratio
2012-07-04,108.05960090219278,MODIS-Terra,Green Red Ratio
2012-07-05,62.67922949829539,MODIS-Terra,Green Red Ratio
2012-07-06,68.3295206387897,MODIS-Terra,Green Red Ratio
2012-07-07,58.50834358862957,MODIS-Terra,Green Red Ratio
2012-07-08,31.685794006420174,MODIS-Terra,Green Red Ratio
2012-07-09,110.08578167802062,MODIS-Terra,Green Red Ratio
2012-07-10,51.473055325164275,MODIS-Terra,Green Red Ratio
2012-07-11,109.42633251341586,MODIS-Terra,Green Red Ratio
2012-07-12,69.80529825112194,MODIS-Terra,Green Red Ratio
2012-07-13,24.731561765385145,MODIS-Terra,Green Red Ratio
2012-07-21,119.26679028786594,MODIS-Terra,Green Red Ratio
2012-07-23,139.96780592261678,MODIS-Terra,Green Red Ratio
2012-07-24,49.23946221610554,MODIS-Terra,Green Red Ratio
2012-07-25,118.11099836419025,MODIS-Terra,Green Red Ratio
2012-07-26,98.93299668894664,MODIS-Terra,Green Red Ratio
2012-07-27,64.0844930467616,MODIS-Terra,Green Red Ratio
2012-07-28,114.13263739758443,MODIS-Terra,Green Red Ratio
2012-07-29,35.6449180915759,MODIS-Terra,Green Red Ratio
2012-07-30,112.8202229041288,MODIS-Terra,Green Red Ratio
2012-07-31,190.27693258883014,MODIS-Terra,Green Red Ratio
2012-08-01,107.50104746806845,MODIS-Terra,Green Red Ratio
2012-08-02,38.22049952586843,MODIS-Terra,Green Red Ratio
2012-08-03,156.3461041874328,MODIS-Terra,Green Red Ratio
2012-08-04,165.91889617519809,MODIS-Terra,Green Red Ratio
2012-08-06,155.86231482135838,MODIS-Terra,Green Red Ratio
2012-08-07,58.1218675933208,MODIS-Terra,Green Red Ratio
2012-08-08,115.4154411392036,MODIS-Terra,Green Red Ratio
2012-08-10,103.58386737496663,MODIS-Terra,Green Red Ratio
2012-08-11,101.63335771282091,MODIS-Terra,Green Red Ratio
2012-08-12,86.35189322720599,MODIS-Terra,Green Red Ratio
2012-08-13,85.38295423897083,MODIS-Terra,Green Red Ratio
2012-08-14,85.23649684599292,MODIS-Terra,Green Red Ratio
2012-08-16,77.11174073949829,MODIS-Terra,Green Red Ratio
2012-08-17,58.92583980359101,MODIS-Terra,Green Red Ratio
2012-08-19,121.07287202361162,MODIS-Terra,Green Red Ratio
2012-08-21,115.09082204526811,MODIS-Terra,Green Red Ratio
2012-08-22,117.5708593882517,MODIS-Terra,Green Red Ratio
2012-08-23,42.370803715811036,MODIS-Terra,Green Red Ratio
2012-08-24,87.97488994765736,MODIS-Terra,Green Red Ratio
2012-08-25,67.44227426273004,MODIS-Terra,Green Red Ratio
2012-08-26,55.63367480882067,MODIS-Terra,Green Red Ratio
2012-08-29,110.25705458573931,MODIS-Terra,Green Red Ratio
2012-08-30,118.55330521041944,MODIS-Terra,Green Red Ratio
2012-08-31,100.79873433339296,MODIS-Terra,Green Red Ratio
2012-09-01,69.95228505696835,MODIS-Terra,Green Red Ratio
2012-09-03,135.90454358192565,MODIS-Terra,Green Red Ratio
2012-09-04,88.09722524661808,MODIS-Terra,Green Red Ratio
2012-09-05,107.56805616833759,MODIS-Terra,Green Red Ratio
2012-09-06,106.04215922720124,MODIS-Terra,Green Red Ratio
2012-09-07,103.57240030387614,MODIS-Terra,Green Red Ratio
2012-09-11,83.11745216162734,MODIS-Terra,Green Red Ratio
2012-09-12,135.68931018461842,MODIS-Terra,Green Red Ratio
2012-09-14,56.23901797824961,MODIS-Terra,Green Red Ratio
2012-09-16,74.45177378290491,MODIS-Terra,Green Red Ratio
2012-09-17,155.86231482135838,MODIS-Terra,Green Red Ratio
2012-09-18,42.62347511589787,MODIS-Terra,Green Red Ratio
2012-09-19,52.52665364949546,MODIS-Terra,Green Red Ratio
2012-09-20,71.99479794969096,MODIS-Terra,Green Red Ratio
2012-09-22,129.90211918161242,MODIS-Terra,Green Red Ratio
2012-09-24,176.83702261113382,MODIS-Terra,Green Red Ratio
2012-09-25,54.447097769759566,MODIS-Terra,Green Red Ratio
2012-09-26,79.54696731491954,MODIS-Terra,Green Red Ratio
2012-09-30,57.39061353285323,MODIS-Terra,Green Red Ratio
2012-10-01,121.28747486059011,MODIS-Terra,Green Red Ratio
2012-10-02,71.96977877118994,MODIS-Terra,Green Red Ratio
2012-10-03,37.609813288559856,MODIS-Terra,Green Red Ratio
2012-10-04,37.28969785136366,MODIS-Terra,Green Red Ratio
2012-10-05,35.091523198906216,MODIS-Terra,Green Red Ratio
2012-10-06,52.4842047611044,MODIS-Terra,Green Red Ratio
2012-10-07,81.20407499499008,MODIS-Terra,Green Red Ratio
2012-10-08,33.48010323507264,MODIS-Terra,Green Red Ratio
2012-10-09,63.49056801676897,MODIS-Terra,Green Red Ratio
2012-10-10,53.340863735773205,MODIS-Terra,Green Red Ratio
2012-10-11,39.53432733105655,MODIS-Terra,Green Red Ratio
2012-10-17,76.76288739293186,MODIS-Terra,Green Red Ratio
2012-10-18,90.5871650372457,MODIS-Terra,Green Red Ratio
2012-10-25,53.195802982584794,MODIS-Terra,Green Red Ratio
2012-11-08,22.904763846023858,MODIS-Terra,Green Red Ratio
2012-11-15,10.61503727778555,MODIS-Terra,Green Red Ratio
2012-11-26,13.130967572729675,MODIS-Terra,Green Red Ratio
2013-01-16,12.078959515540411,MODIS-Terra,Green Red Ratio
2013-01-17,11.918919158926684,MODIS-Terra,Green Red Ratio
2013-01-18,12.637692930794266,MODIS-Terra,Green Red Ratio
2013-01-19,32.96592266043464,MODIS-Terra,Green Red Ratio
2013-01-20,10.945484964012204,MODIS-Terra,Green Red Ratio
2013-01-21,13.039898177250016,MODIS-Terra,Green Red Ratio
2013-01-22,11.527245864476894,MODIS-Terra,Green Red Ratio
2013-02-08,9.56300710458043,MODIS-Terra,Green Red Ratio
2013-02-15,31.5922796136487,MODIS-Terra,Green Red Ratio
2013-03-04,22.22850456806898,MODIS-Terra,Green Red Ratio
2013-03-07,8.261170242279888,MODIS-Terra,Green Red Ratio
2013-03-08,12.71843183231999,MODIS-Terra,Green Red Ratio
2013-03-09,32.003773052403375,MODIS-Terra,Green Red Ratio
2013-03-30,31.05662431898033,MODIS-Terra,Green Red Ratio
2013-04-22,23.397683777901094,MODIS-Terra,Green Red Ratio
2013-04-23,69.27150141801869,MODIS-Terra,Green Red Ratio
2013-04-24,93.43769800502358,MODIS-Terra,Green Red Ratio
2013-04-25,40.989773315020116,MODIS-Terra,Green Red Ratio
2013-04-26,83.11745216162734,MODIS-Terra,Green Red Ratio
2013-04-27,40.38256704442839,MODIS-Terra,Green Red Ratio
2013-05-01,71.37873742805225,MODIS-Terra,Green Red Ratio
2013-05-02,60.782229930909374,MODIS-Terra,Green Red Ratio
2013-05-03,85.30767811502794,MODIS-Terra,Green Red Ratio
2013-05-04,51.62107580672256,MODIS-Terra,Green Red Ratio
2013-05-05,66.62277326706966,MODIS-Terra,Green Red Ratio
2013-05-06,21.990236599145906,MODIS-Terra,Green Red Ratio
2013-05-07,61.21964782151824,MODIS-Terra,Green Red Ratio
2013-05-08,23.61337173215915,MODIS-Terra,Green Red Ratio
2013-05-09,98.504841538695,MODIS-Terra,Green Red Ratio
2013-05-10,51.6593847187541,MODIS-Terra,Green Red Ratio
2013-05-20,104.87212856979993,MODIS-Terra,Green Red Ratio
2013-05-31,89.85306805304604,MODIS-Terra,Green Red Ratio
2013-06-02,62.95956217232865,MODIS-Terra,Green Red Ratio
2013-06-03,84.07197261292163,MODIS-Terra,Green Red Ratio
2013-06-04,87.09910449967002,MODIS-Terra,Green Red Ratio
2013-06-05,50.688952098376035,MODIS-Terra,Green Red Ratio
2013-06-06,118.11099836419025,MODIS-Terra,Green Red Ratio
2013-06-07,16.038603356490814,MODIS-Terra,Green Red Ratio
2013-06-08,109.87680939142331,MODIS-Terra,Green Red Ratio
2013-06-09,16.81043035557652,MODIS-Terra,Green Red Ratio
2013-06-10,90.11946014556518,MODIS-Terra,Green Red Ratio
2013-06-14,47.103843005799206,MODIS-Terra,Green Red Ratio
2013-06-16,89.1528162924014,MODIS-Terra,Green Red Ratio
2013-06-28,136.02496973548116,MODIS-Terra,Green Red Ratio
2013-06-30,21.73654126822931,MODIS-Terra,Green Red Ratio
2013-07-01,58.36144765333488,MODIS-Terra,Green Red Ratio
2013-07-02,33.08338621728557,MODIS-Terra,Green Red Ratio
2013-07-03,140.21357266705212,MODIS-Terra,Green Red Ratio
2013-07-04,43.31220695577118,MODIS-Terra,Green Red Ratio
2013-07-05,158.50302120968715,MODIS-Terra,Green Red Ratio
2013-07-06,166.30325643655013,MODIS-Terra,Green Red Ratio
2013-07-07,53.85025592551227,MODIS-Terra,Green Red Ratio
2013-07-08,217.84824622915187,MODIS-Terra,Green Red Ratio
2013-07-09,22.097136766342587,MODIS-Terra,Green Red Ratio
2013-07-10,106.10391110558201,MODIS-Terra,Green Red Ratio
2013-07-11,51.74048171254447,MODIS-Terra,Green Red Ratio
2013-07-13,38.113796997183556,MODIS-Terra,Green Red Ratio
2013-07-14,112.64680621864734,MODIS-Terra,Green Red Ratio
2013-07-15,99.07705232891861,MODIS-Terra,Green Red Ratio
2013-07-16,33.94900452914788,MODIS-Terra,Green Red Ratio
2013-07-17,96.38702904048233,MODIS-Terra,Green Red Ratio
2013-07-18,97.231461682072,MODIS-Terra,Green Red Ratio
2013-07-19,108.6351379060261,MODIS-Terra,Green Red Ratio
2013-07-20,73.02810766980319,MODIS-Terra,Green Red Ratio
2013-07-21,142.36971414125358,MODIS-Terra,Green Red Ratio
2013-07-22,273.1219683000545,MODIS-Terra,Green Red Ratio
2013-07-23,89.73789690216051,MODIS-Terra,Green Red Ratio
2013-07-24,118.17584899484564,MODIS-Terra,Green Red Ratio
2013-07-25,324.90905941809945,MODIS-Terra,Green Red Ratio
2013-07-26,120.15408531581865,MODIS-Terra,Green Red Ratio
2013-07-27,25.48264753641786,MODIS-Terra,Green Red Ratio
2013-07-28,152.3487285151076,MODIS-Terra,Green Red Ratio
2013-07-29,169.26508252143802,MODIS-Terra,Green Red Ratio
2013-07-30,127.45082978224133,MODIS-Terra,Green Red Ratio
2013-08-03,70.76349175715204,MODIS-Terra,Green Red Ratio
2013-08-04,100.6192506868799,MODIS-Terra,Green Red Ratio
2013-08-05,195.31681197747176,MODIS-Terra,Green Red Ratio
2013-08-06,62.19441294002711,MODIS-Terra,Green Red Ratio
2013-08-08,66.33948179717446,MODIS-Terra,Green Red Ratio
2013-08-10,127.83656791081346,MODIS-Terra,Green Red Ratio
2013-08-12,53.14957922818627,MODIS-Terra,Green Red Ratio
2013-08-13,123.4799154638474,MODIS-Terra,Green Red Ratio
2013-08-18,89.82654386848874,MODIS-Terra,Green Red Ratio
2013-08-19,52.1794051301562,MODIS-Terra,Green Red Ratio
2013-08-20,106.61463112790729,MODIS-Terra,Green Red Ratio
2013-08-24,141.75102034305408,MODIS-Terra,Green Red Ratio
2013-08-27,94.18081564252134,MODIS-Terra,Green Red Ratio
2013-08-30,213.34772199478834,MODIS-Terra,Green Red Ratio
2013-08-31,168.81037313712315,MODIS-Terra,Green Red Ratio
2013-09-01,87.00124603112407,MODIS-Terra,Green Red Ratio
2013-09-07,112.55476919362223,MODIS-Terra,Green Red Ratio
2013-09-08,172.02020476734882,MODIS-Terra,Green Red Ratio
2013-09-09,83.2435976358595,MODIS-Terra,Green Red Ratio
2013-09-10,149.32899495646757,MODIS-Terra,Green Red Ratio
2013-09-11,170.95092177258633,MODIS-Terra,Green Red Ratio
2013-09-12,61.12404076223071,MODIS-Terra,Green Red Ratio
2013-09-13,87.93455057123488,MODIS-Terra,Green Red Ratio
2013-09-15,31.432188422807066,MODIS-Terra,Green Red Ratio
2013-09-19,71.66646592822552,MODIS-Terra,Green Red Ratio
2013-10-04,45.0466969003492,MODIS-Terra,Green Red Ratio
2013-10-05,76.67785244854592,MODIS-Terra,Green Red Ratio
2013-10-06,49.628430519310285,MODIS-Terra,Green Red Ratio
2013-10-13,23.253815069443114,MODIS-Terra,Green Red Ratio
2013-10-14,34.55980022972286,MODIS-Terra,Green Red Ratio
2013-10-15,66.09483722391585,MODIS-Terra,Green Red Ratio
2013-10-16,52.90844716554744,MODIS-Terra,Green Red Ratio
2013-10-17,60.96502702096865,MODIS-Terra,Green Red Ratio
2013-10-18,38.458133107158226,MODIS-Terra,Green Red Ratio
2013-10-19,30.412721986718346,MODIS-Terra,Green Red Ratio
2013-10-20,34.092873607980636,MODIS-Terra,Green Red Ratio
2013-10-21,44.620033968088855,MODIS-Terra,Green Red Ratio
2013-10-22,37.14448429088783,MODIS-Terra,Green Red Ratio
2013-10-23,29.540478032208142,MODIS-Terra,Green Red Ratio
2013-10-24,25.927529408776735,MODIS-Terra,Green Red Ratio
2013-10-25,43.77505857193393,MODIS-Terra,Green Red Ratio
2013-10-26,25.77525938835579,MODIS-Terra,Green Red Ratio
2013-10-28,12.078338403594305,MODIS-Terra,Green Red Ratio
2013-10-29,22.3534916874676,MODIS-Terra,Green Red Ratio
2013-11-21,10.725448113809612,MODIS-Terra,Green Red Ratio
2013-11-22,12.470277823128567,MODIS-Terra,Green Red Ratio
2013-11-23,8.821666181182916,MODIS-Terra,Green Red Ratio
2013-11-24,13.381987201073564,MODIS-Terra,Green Red Ratio
2013-11-25,8.41779805014587,MODIS-Terra,Green Red Ratio
2013-11-28,10.762993887910488,MODIS-Terra,Green Red Ratio
2013-12-04,5.660547399003711,MODIS-Terra,Green Red Ratio
2013-12-09,11.62963467765232,MODIS-Terra,Green Red Ratio
2013-12-11,13.919376143291604,MODIS-Terra,Green Red Ratio
2013-12-17,13.610227461629584,MODIS-Terra,Green Red Ratio
2013-12-26,24.213316097690285,MODIS-Terra,Green Red Ratio
2013-12-28,19.760224676794437,MODIS-Terra,Green Red Ratio
2014-01-02,12.725371002482452,MODIS-Terra,Green Red Ratio
2014-01-04,15.999930717523453,MODIS-Terra,Green Red Ratio
2014-01-05,9.826559000467725,MODIS-Terra,Green Red Ratio
2014-01-15,13.308196741290903,MODIS-Terra,Green Red Ratio
2014-01-17,30.960792660752098,MODIS-Terra,Green Red Ratio
2014-01-18,16.690111355217365,MODIS-Terra,Green Red Ratio
2014-01-20,19.46529035925767,MODIS-Terra,Green Red Ratio
2014-01-21,16.160459249656746,MODIS-Terra,Green Red Ratio
2014-01-22,15.572864990424295,MODIS-Terra,Green Red Ratio
2014-01-23,12.42309776389902,MODIS-Terra,Green Red Ratio
2014-01-24,9.928396184526372,MODIS-Terra,Green Red Ratio
2014-01-25,14.09206639994792,MODIS-Terra,Green Red Ratio
2014-01-26,10.092973088669336,MODIS-Terra,Green Red Ratio
2014-02-22,69.36794942146219,MODIS-Terra,Green Red Ratio
2014-02-28,23.695012989282954,MODIS-Terra,Green Red Ratio
2014-03-11,70.50172603717935,MODIS-Terra,Green Red Ratio
2014-03-12,75.56896587365263,MODIS-Terra,Green Red Ratio
2014-03-13,47.77189398863956,MODIS-Terra,Green Red Ratio
2014-03-18,97.75187038758192,MODIS-Terra,Green Red Ratio
2014-03-22,81.51419074052819,MODIS-Terra,Green Red Ratio
2014-03-23,41.270999896625824,MODIS-Terra,Green Red Ratio
2014-04-07,56.45135974896947,MODIS-Terra,Green Red Ratio
2014-04-08,44.97054262208307,MODIS-Terra,Green Red Ratio
2014-04-09,87.4748406942075,MODIS-Terra,Green Red Ratio
2014-04-11,24.446921052199897,MODIS-Terra,Green Red Ratio
2014-04-12,87.98263936314451,MODIS-Terra,Green Red Ratio
2014-04-13,263.9565520030329,MODIS-Terra,Green Red Ratio
2014-04-14,53.07109100681648,MODIS-Terra,Green Red Ratio
2014-04-20,45.105369904008924,MODIS-Terra,Green Red Ratio
2014-04-29,106.88167877295838,MODIS-Terra,Green Red Ratio
2014-04-30,38.022728131353986,MODIS-Terra,Green Red Ratio
2014-05-01,25.23322135433323,MODIS-Terra,Green Red Ratio
2014-05-07,59.81980975610431,MODIS-Terra,Green Red Ratio
2014-05-13,53.042090488615614,MODIS-Terra,Green Red Ratio
2014-05-14,33.43896038312717,MODIS-Terra,Green Red Ratio
2014-05-16,24.058342112151983,MODIS-Terra,Green Red Ratio
2014-05-20,94.38235005632312,MODIS-Terra,Green Red Ratio
2014-05-21,71.4270679327305,MODIS-Terra,Green Red Ratio
2014-05-29,87.13491176623963,MODIS-Terra,Green Red Ratio
2014-05-30,56.55069929838496,MODIS-Terra,Green Red Ratio
2014-05-31,70.04857886347749,MODIS-Terra,Green Red Ratio
2014-06-01,27.026619868780745,MODIS-Terra,Green Red Ratio
2014-06-02,78.95772382690728,MODIS-Terra,Green Red Ratio
2014-06-03,44.38213643853742,MODIS-Terra,Green Red Ratio
2014-06-04,64.429540617684,MODIS-Terra,Green Red Ratio
2014-06-05,50.52775597166326,MODIS-Terra,Green Red Ratio
2014-06-06,43.60042379415648,MODIS-Terra,Green Red Ratio
2014-06-07,67.45914344842147,MODIS-Terra,Green Red Ratio
2014-06-08,36.87652795382179,MODIS-Terra,Green Red Ratio
2014-06-09,51.506407886363334,MODIS-Terra,Green Red Ratio
2014-06-10,14.202505269962803,MODIS-Terra,Green Red Ratio
2014-06-11,52.55255199297569,MODIS-Terra,Green Red Ratio
2014-06-19,23.213576754001874,MODIS-Terra,Green Red Ratio
2014-06-30,116.74087155240154,MODIS-Terra,Green Red Ratio
2014-07-01,85.97682969603265,MODIS-Terra,Green Red Ratio
