datetime,chlorophyll_ugL,sensor,method
2011-07-23,183.2261912810229,MODIS-Aqua,Green Red Ratio
2011-07-24,121.18115768465941,MODIS-Aqua,Green Red Ratio
2011-07-27,36.1102143227072,MODIS-Aqua,Green Red Ratio
2011-07-28,120.2548487401472,MODIS-Aqua,Green Red Ratio
2011-07-29,23.971561525816224,MODIS-Aqua,Green Red Ratio
2011-07-30,186.2323568665667,MODIS-Aqua,Green Red Ratio
2011-07-31,52.85247873265708,MODIS-Aqua,Green Red Ratio
2011-08-01,319.6415241132843,MODIS-Aqua,Green Red Ratio
2011-08-02,417.5343168777281,MODIS-Aqua,Green Red Ratio
2011-08-03,152.05546054262905,MODIS-Aqua,Green Red Ratio
2011-08-04,214.4732601592259,MODIS-Aqua,Green Red Ratio
2011-08-05,29.257068332240095,MODIS-Aqua,Green Red Ratio
2011-08-06,151.88369461460076,MODIS-Aqua,Green Red Ratio
2011-08-07,46.22026749159556,MODIS-Aqua,Green Red Ratio
2011-08-09,154.87042185438943,MODIS-Aqua,Green Red Ratio
2011-08-10,389.42791253878,MODIS-Aqua,Green Red Ratio
2011-08-11,332.65357622729874,MODIS-Aqua,Green Red Ratio
2011-08-12,73.43774736433512,MODIS-Aqua,Green Red Ratio
2011-08-13,229.65717449602033,MODIS-Aqua,Green Red Ratio
2011-08-14,42.36751515700191,MODIS-Aqua,Green Red Ratio
2011-08-16,299.2489702056163,MODIS-Aqua,Green Red Ratio
2011-08-17,185.77562851414126,MODIS-Aqua,Green Red Ratio
2011-08-18,340.9451845037952,MODIS-Aqua,Green Red Ratio
2011-08-19,266.0417369975695,MODIS-Aqua,Green Red Ratio
2011-08-20,230.49280490509602,MODIS-Aqua,Green Red Ratio
2011-08-21,27.86493285890152,MODIS-Aqua,Green Red Ratio
2011-08-22,46.03182510226956,MODIS-Aqua,Green Red Ratio
2011-08-23,12.566183031332397,MODIS-Aqua,Green Red Ratio
2011-08-24,197.37084319759217,MODIS-Aqua,Green Red Ratio
2011-08-26,134.87252330020766,MODIS-Aqua,Green Red Ratio
2011-08-27,250.87786033735946,MODIS-Aqua,Green Red Ratio
2011-08-28,88.14220745548576,MODIS-Aqua,Green Red Ratio
2011-08-29,119.56981893556093,MODIS-Aqua,Green Red Ratio
2011-09-01,483.2633779714513,MODIS-Aqua,Green Red Ratio
2011-09-02,280.38046307210203,MODIS-Aqua,Green Red Ratio
2011-09-03,174.16503003195172,MODIS-Aqua,Green Red Ratio
2011-09-04,167.42249846873253,MODIS-Aqua,Green Red Ratio
2011-09-05,120.41928810751546,MODIS-Aqua,Green Red Ratio
2011-09-06,240.59172433750604,MODIS-Aqua,Green Red Ratio
2011-09-08,46.66809939229561,MODIS-Aqua,Green Red Ratio
2011-09-10,113.50660742213445,MODIS-Aqua,Green Red Ratio
2011-09-11,74.89851700060402,MODIS-Aqua,Green Red Ratio
2011-09-13,59.13194003619077,MODIS-Aqua,Green Red Ratio
2011-09-18,55.78523547667975,MODIS-Aqua,Green Red Ratio
2011-09-19,79.54696731491946,MODIS-Aqua,Green Red Ratio
2011-09-20,53.66329364907841,MODIS-Aqua,Green Red Ratio
2011-09-21,213.65977766026853,MODIS-Aqua,Green Red Ratio
2011-09-23,48.4202659897399,MODIS-Aqua,Green Red Ratio
2011-09-24,58.68724306654721,MODIS-Aqua,Green Red Ratio
2011-09-28,115.55096917716166,MODIS-Aqua,Green Red Ratio
2011-09-29,246.78766173700214,MODIS-Aqua,Green Red Ratio
2011-10-08,49.00044316410753,MODIS-Aqua,Green Red Ratio
2011-10-16,16.886219374782776,MODIS-Aqua,Green Red Ratio
2011-10-17,110.86367990188747,MODIS-Aqua,Green Red Ratio
2011-10-18,45.84778244057097,MODIS-Aqua,Green Red Ratio
2011-10-24,19.48950352008608,MODIS-Aqua,Green Red Ratio
2011-10-25,33.82889627626469,MODIS-Aqua,Green Red Ratio
2011-10-27,24.374877343828288,MODIS-Aqua,Green Red Ratio
2011-10-29,24.335049495229832,MODIS-Aqua,Green Red Ratio
2011-11-01,20.071394702759548,MODIS-Aqua,Green Red Ratio
2011-11-02,12.452877603407902,MODIS-Aqua,Green Red Ratio
2011-11-08,17.97865935505935,MODIS-Aqua,Green Red Ratio
2011-11-11,12.125087186188425,MODIS-Aqua,Green Red Ratio
2011-11-25,8.98195263434866,MODIS-Aqua,Green Red Ratio
2011-11-29,15.559339056705769,MODIS-Aqua,Green Red Ratio
2011-12-01,12.592833200603177,MODIS-Aqua,Green Red Ratio
2011-12-02,10.01791814318431,MODIS-Aqua,Green Red Ratio
2011-12-03,10.757165697240032,MODIS-Aqua,Green Red Ratio
2011-12-04,8.116282704069514,MODIS-Aqua,Green Red Ratio
2011-12-05,9.69944048705531,MODIS-Aqua,Green Red Ratio
2011-12-06,7.526614587506416,MODIS-Aqua,Green Red Ratio
2011-12-07,7.638352809816042,MODIS-Aqua,Green Red Ratio
2011-12-08,13.359829950837696,MODIS-Aqua,Green Red Ratio
2011-12-09,8.403450282592953,MODIS-Aqua,Green Red Ratio
2011-12-10,15.77031348146814,MODIS-Aqua,Green Red Ratio
2011-12-12,11.346460048964259,MODIS-Aqua,Green Red Ratio
2011-12-13,8.583661786762905,MODIS-Aqua,Green Red Ratio
2011-12-16,10.667105652850912,MODIS-Aqua,Green Red Ratio
2011-12-17,11.949899718328409,MODIS-Aqua,Green Red Ratio
2011-12-21,13.200753596311113,MODIS-Aqua,Green Red Ratio
2011-12-22,8.073047311685693,MODIS-Aqua,Green Red Ratio
2011-12-23,16.01713726926718,MODIS-Aqua,Green Red Ratio
2012-01-08,15.098306954924402,MODIS-Aqua,Green Red Ratio
2012-01-09,13.722127327063982,MODIS-Aqua,Green Red Ratio
2012-01-10,21.553015387072985,MODIS-Aqua,Green Red Ratio
2012-01-11,18.555227837941096,MODIS-Aqua,Green Red Ratio
2012-01-12,9.273292608075057,MODIS-Aqua,Green Red Ratio
2012-01-23,33.82889627626467,MODIS-Aqua,Green Red Ratio
2012-01-27,26.827894815068,MODIS-Aqua,Green Red Ratio
2012-02-02,23.87873615828885,MODIS-Aqua,Green Red Ratio
2012-02-03,20.84272788480869,MODIS-Aqua,Green Red Ratio
2012-02-05,18.921625491048257,MODIS-Aqua,Green Red Ratio
2012-02-06,27.670271857340573,MODIS-Aqua,Green Red Ratio
2012-02-24,107.11455428121472,MODIS-Aqua,Green Red Ratio
2012-02-27,8.352923666309675,MODIS-Aqua,Green Red Ratio
2012-03-04,11.977758660857688,MODIS-Aqua,Green Red Ratio
2012-03-07,9.081204995309381,MODIS-Aqua,Green Red Ratio
2012-03-08,21.752950279576552,MODIS-Aqua,Green Red Ratio
2012-03-23,9.576012517074613,MODIS-Aqua,Green Red Ratio
2012-03-24,23.94518906968038,MODIS-Aqua,Green Red Ratio
2012-04-14,40.137931565954496,MODIS-Aqua,Green Red Ratio
2012-04-21,57.4297011523694,MODIS-Aqua,Green Red Ratio
2012-04-22,139.3862425568605,MODIS-Aqua,Green Red Ratio
2012-04-23,202.97844765621446,MODIS-Aqua,Green Red Ratio
2012-04-29,72.1923694312679,MODIS-Aqua,Green Red Ratio
2012-05-06,72.4476406041313,MODIS-Aqua,Green Red Ratio
2012-05-07,116.79899166940805,MODIS-Aqua,Green Red Ratio
2012-05-09,164.8815937499591,MODIS-Aqua,Green Red Ratio
2012-05-10,43.9373706432506,MODIS-Aqua,Green Red Ratio
2012-05-11,44.71854938822933,MODIS-Aqua,Green Red Ratio
2012-05-12,52.71585474846823,MODIS-Aqua,Green Red Ratio
2012-05-13,132.86944049593174,MODIS-Aqua,Green Red Ratio
2012-05-17,54.60543556801495,MODIS-Aqua,Green Red Ratio
2012-05-18,27.91045607261,MODIS-Aqua,Green Red Ratio
2012-05-26,35.999301017218436,MODIS-Aqua,Green Red Ratio
2012-06-01,112.32097873496107,MODIS-Aqua,Green Red Ratio
2012-06-06,26.221210058962676,MODIS-Aqua,Green Red Ratio
2012-06-10,112.23787893223891,MODIS-Aqua,Green Red Ratio
2012-06-11,36.987217661083626,MODIS-Aqua,Green Red Ratio
2012-06-13,56.720452770153734,MODIS-Aqua,Green Red Ratio
2012-06-14,65.36630336168841,MODIS-Aqua,Green Red Ratio
2012-06-16,122.56816452712356,MODIS-Aqua,Green Red Ratio
2012-06-17,14.993068964729698,MODIS-Aqua,Green Red Ratio
2012-06-20,43.601703146128386,MODIS-Aqua,Green Red Ratio
2012-06-27,102.89277656530109,MODIS-Aqua,Green Red Ratio
2012-07-02,151.45579689337333,MODIS-Aqua,Green Red Ratio
2012-07-04,45.21858290569384,MODIS-Aqua,Green Red Ratio
2012-07-05,101.42877254040341,MODIS-Aqua,Green Red Ratio
2012-07-06,80.75993153152979,MODIS-Aqua,Green Red Ratio
2012-07-07,82.31463542166178,MODIS-Aqua,Green Red Ratio
2012-07-10,47.694771159052245,MODIS-Aqua,Green Red Ratio
2012-07-11,85.71367843485034,MODIS-Aqua,Green Red Ratio
2012-07-13,30.325014695350696,MODIS-Aqua,Green Red Ratio
2012-07-19,88.02707593833028,MODIS-Aqua,Green Red Ratio
2012-07-21,217.3719355696684,MODIS-Aqua,Green Red Ratio
2012-07-23,145.48198098329118,MODIS-Aqua,Green Red Ratio
2012-07-24,20.92341046631377,MODIS-Aqua,Green Red Ratio
2012-07-25,125.98526900994027,MODIS-Aqua,Green Red Ratio
2012-07-26,144.84156972185056,MODIS-Aqua,Green Red Ratio
2012-07-27,87.21950872746535,MODIS-Aqua,Green Red Ratio
2012-07-28,199.519234082342,MODIS-Aqua,Green Red Ratio
2012-07-29,40.137931565954496,MODIS-Aqua,Green Red Ratio
2012-07-30,107.89788002999704,MODIS-Aqua,Green Red Ratio
2012-07-31,20.252859471250826,MODIS-Aqua,Green Red Ratio
2012-08-01,210.1475351035261,MODIS-Aqua,Green Red Ratio
2012-08-02,44.4912900272017,MODIS-Aqua,Green Red Ratio
2012-08-03,426.545359247072,MODIS-Aqua,Green Red Ratio
2012-08-04,344.076649111124,MODIS-Aqua,Green Red Ratio
2012-08-05,89.66986516468211,MODIS-Aqua,Green Red Ratio
2012-08-07,21.077318257163537,MODIS-Aqua,Green Red Ratio
2012-08-08,154.87042185438943,MODIS-Aqua,Green Red Ratio
2012-08-09,45.70107825181491,MODIS-Aqua,Green Red Ratio
2012-08-10,87.98263936314451,MODIS-Aqua,Green Red Ratio
2012-08-11,150.7121538834456,MODIS-Aqua,Green Red Ratio
2012-08-12,71.52165945330559,MODIS-Aqua,Green Red Ratio
2012-08-13,170.43472757967777,MODIS-Aqua,Green Red Ratio
2012-08-14,48.63292429520288,MODIS-Aqua,Green Red Ratio
2012-08-15,79.78389414699252,MODIS-Aqua,Green Red Ratio
2012-08-16,55.89189707219632,MODIS-Aqua,Green Red Ratio
2012-08-19,160.51287060141578,MODIS-Aqua,Green Red Ratio
2012-08-21,202.46146263675817,MODIS-Aqua,Green Red Ratio
2012-08-22,338.6572449022363,MODIS-Aqua,Green Red Ratio
2012-08-23,55.84283195455686,MODIS-Aqua,Green Red Ratio
2012-08-25,32.765056388065446,MODIS-Aqua,Green Red Ratio
2012-08-26,128.95208046386966,MODIS-Aqua,Green Red Ratio
2012-08-29,460.29592224261506,MODIS-Aqua,Green Red Ratio
2012-08-30,127.83656791081346,MODIS-Aqua,Green Red Ratio
2012-08-31,110.77901349220092,MODIS-Aqua,Green Red Ratio
2012-09-01,87.5606677892163,MODIS-Aqua,Green Red Ratio
2012-09-02,99.44814118455108,MODIS-Aqua,Green Red Ratio
2012-09-03,194.55726150791094,MODIS-Aqua,Green Red Ratio
2012-09-04,58.66672634353126,MODIS-Aqua,Green Red Ratio
2012-09-05,402.7068389515226,MODIS-Aqua,Green Red Ratio
2012-09-06,177.99847442187297,MODIS-Aqua,Green Red Ratio
2012-09-07,98.8522608400574,MODIS-Aqua,Green Red Ratio
2012-09-09,162.40109693692,MODIS-Aqua,Green Red Ratio
2012-09-11,84.25988580070693,MODIS-Aqua,Green Red Ratio
2012-09-12,81.42372505065384,MODIS-Aqua,Green Red Ratio
2012-09-13,41.05479220378469,MODIS-Aqua,Green Red Ratio
2012-09-14,176.51601620810592,MODIS-Aqua,Green Red Ratio
2012-09-16,56.6775132738609,MODIS-Aqua,Green Red Ratio
2012-09-17,206.08394034518787,MODIS-Aqua,Green Red Ratio
2012-09-18,104.400617656655,MODIS-Aqua,Green Red Ratio
2012-09-20,31.96080934691292,MODIS-Aqua,Green Red Ratio
2012-09-22,46.461654317159464,MODIS-Aqua,Green Red Ratio
2012-09-23,26.5507026437223,MODIS-Aqua,Green Red Ratio
2012-09-24,149.51332734260103,MODIS-Aqua,Green Red Ratio
2012-09-25,42.69258157578577,MODIS-Aqua,Green Red Ratio
2012-09-26,58.011624139523924,MODIS-Aqua,Green Red Ratio
2012-09-30,98.78599139771119,MODIS-Aqua,Green Red Ratio
2012-10-01,43.68310307554837,MODIS-Aqua,Green Red Ratio
2012-10-02,56.50531594784208,MODIS-Aqua,Green Red Ratio
2012-10-03,43.551255361982584,MODIS-Aqua,Green Red Ratio
2012-10-04,49.521922786624536,MODIS-Aqua,Green Red Ratio
2012-10-05,114.53681219025867,MODIS-Aqua,Green Red Ratio
2012-10-06,51.406042930349315,MODIS-Aqua,Green Red Ratio
2012-10-07,78.78427842454917,MODIS-Aqua,Green Red Ratio
2012-10-08,24.886384173808473,MODIS-Aqua,Green Red Ratio
2012-10-09,71.78989716358689,MODIS-Aqua,Green Red Ratio
2012-10-10,70.05186394232649,MODIS-Aqua,Green Red Ratio
2012-10-11,28.39429555709603,MODIS-Aqua,Green Red Ratio
2012-10-18,48.84793166539109,MODIS-Aqua,Green Red Ratio
2012-10-25,22.69853296465766,MODIS-Aqua,Green Red Ratio
2012-11-05,14.71502146616011,MODIS-Aqua,Green Red Ratio
2012-11-14,19.66221396421549,MODIS-Aqua,Green Red Ratio
2012-11-15,15.8516218163873,MODIS-Aqua,Green Red Ratio
2012-11-25,9.762296844637092,MODIS-Aqua,Green Red Ratio
2012-12-10,14.42563855868096,MODIS-Aqua,Green Red Ratio
2013-01-02,6.007652458150665,MODIS-Aqua,Green Red Ratio
2013-01-18,20.957514785224074,MODIS-Aqua,Green Red Ratio
2013-01-21,14.686988236994928,MODIS-Aqua,Green Red Ratio
2013-02-01,16.160459249656746,MODIS-Aqua,Green Red Ratio
2013-02-08,6.878707139313209,MODIS-Aqua,Green Red Ratio
2013-02-10,9.440277365246907,MODIS-Aqua,Green Red Ratio
2013-02-15,8.119839533861585,MODIS-Aqua,Green Red Ratio
2013-02-19,12.574374579401908,MODIS-Aqua,Green Red Ratio
2013-03-03,31.733969810665705,MODIS-Aqua,Green Red Ratio
2013-03-07,56.00942362432251,MODIS-Aqua,Green Red Ratio
2013-03-09,34.24094014294098,MODIS-Aqua,Green Red Ratio
2013-03-13,25.99911548452908,MODIS-Aqua,Green Red Ratio
2013-03-30,56.720452770153734,MODIS-Aqua,Green Red Ratio
2013-03-31,31.038807675695036,MODIS-Aqua,Green Red Ratio
2013-04-22,25.98918280273956,MODIS-Aqua,Green Red Ratio
2013-04-23,81.81723626948488,MODIS-Aqua,Green Red Ratio
2013-04-24,75.19935940102204,MODIS-Aqua,Green Red Ratio
2013-04-25,31.5922796136487,MODIS-Aqua,Green Red Ratio
2013-04-26,65.44798859791882,MODIS-Aqua,Green Red Ratio
2013-04-27,42.613626403404716,MODIS-Aqua,Green Red Ratio
2013-05-01,217.84824622915187,MODIS-Aqua,Green Red Ratio
2013-05-02,101.66719844000559,MODIS-Aqua,Green Red Ratio
2013-05-03,95.86108644016464,MODIS-Aqua,Green Red Ratio
2013-05-04,68.90317160447793,MODIS-Aqua,Green Red Ratio
2013-05-05,216.57932265926746,MODIS-Aqua,Green Red Ratio
2013-05-06,21.030923466686474,MODIS-Aqua,Green Red Ratio
2013-05-07,63.5624936733619,MODIS-Aqua,Green Red Ratio
2013-05-08,19.260854376089608,MODIS-Aqua,Green Red Ratio
2013-05-09,72.43717703412185,MODIS-Aqua,Green Red Ratio
2013-05-10,34.35022664869359,MODIS-Aqua,Green Red Ratio
2013-05-13,21.927464451187852,MODIS-Aqua,Green Red Ratio
2013-05-20,100.74509781316897,MODIS-Aqua,Green Red Ratio
2013-05-31,32.79941158238905,MODIS-Aqua,Green Red Ratio
2013-06-01,93.23139903790602,MODIS-Aqua,Green Red Ratio
2013-06-02,22.387432993969398,MODIS-Aqua,Green Red Ratio
2013-06-03,102.06514410742822,MODIS-Aqua,Green Red Ratio
2013-06-04,129.92954205567463,MODIS-Aqua,Green Red Ratio
2013-06-05,61.29917389831964,MODIS-Aqua,Green Red Ratio
2013-06-07,20.70128967039083,MODIS-Aqua,Green Red Ratio
2013-06-08,142.2761059281175,MODIS-Aqua,Green Red Ratio
2013-06-09,137.17921375782683,MODIS-Aqua,Green Red Ratio
2013-06-10,187.05073784628837,MODIS-Aqua,Green Red Ratio
2013-06-14,25.075410684130414,MODIS-Aqua,Green Red Ratio
2013-06-17,88.74013118761881,MODIS-Aqua,Green Red Ratio
2013-06-18,30.860926802019453,MODIS-Aqua,Green Red Ratio
2013-06-28,314.5803499533076,MODIS-Aqua,Green Red Ratio
2013-06-30,24.847859205629206,MODIS-Aqua,Green Red Ratio
2013-07-01,60.364754330778624,MODIS-Aqua,Green Red Ratio
2013-07-02,56.47044305358175,MODIS-Aqua,Green Red Ratio
2013-07-03,180.70481455336468,MODIS-Aqua,Green Red Ratio
2013-07-04,21.37662489519944,MODIS-Aqua,Green Red Ratio
2013-07-05,159.73685311320313,MODIS-Aqua,Green Red Ratio
2013-07-06,126.89079013155332,MODIS-Aqua,Green Red Ratio
2013-07-07,62.19441294002708,MODIS-Aqua,Green Red Ratio
2013-07-08,323.82113754908886,MODIS-Aqua,Green Red Ratio
2013-07-09,19.989411140827087,MODIS-Aqua,Green Red Ratio
2013-07-10,84.57610939359182,MODIS-Aqua,Green Red Ratio
2013-07-11,17.260453153650545,MODIS-Aqua,Green Red Ratio
2013-07-12,81.0219597032712,MODIS-Aqua,Green Red Ratio
2013-07-13,233.75293471616777,MODIS-Aqua,Green Red Ratio
2013-07-14,246.9075350526481,MODIS-Aqua,Green Red Ratio
2013-07-15,427.1844793226819,MODIS-Aqua,Green Red Ratio
2013-07-16,110.6765524622231,MODIS-Aqua,Green Red Ratio
2013-07-17,106.19633225962797,MODIS-Aqua,Green Red Ratio
2013-07-18,15.719103998503401,MODIS-Aqua,Green Red Ratio
2013-07-19,100.3262945679963,MODIS-Aqua,Green Red Ratio
2013-07-20,37.66615290513568,MODIS-Aqua,Green Red Ratio
2013-07-21,165.94814947768273,MODIS-Aqua,Green Red Ratio
2013-07-22,139.3862425568605,MODIS-Aqua,Green Red Ratio
2013-07-23,62.4207953999523,MODIS-Aqua,Green Red Ratio
2013-07-24,392.4495039403818,MODIS-Aqua,Green Red Ratio
2013-07-25,23.81036267177257,MODIS-Aqua,Green Red Ratio
2013-07-26,67.52896644907662,MODIS-Aqua,Green Red Ratio
2013-07-27,22.595259398823703,MODIS-Aqua,Green Red Ratio
2013-07-28,258.7243692814192,MODIS-Aqua,Green Red Ratio
2013-07-30,68.32952063878975,MODIS-Aqua,Green Red Ratio
2013-08-02,25.628894654915385,MODIS-Aqua,Green Red Ratio
2013-08-03,21.21978743845235,MODIS-Aqua,Green Red Ratio
2013-08-04,54.56379547371749,MODIS-Aqua,Green Red Ratio
2013-08-05,69.56875504636434,MODIS-Aqua,Green Red Ratio
2013-08-06,72.17607837221334,MODIS-Aqua,Green Red Ratio
2013-08-09,327.2327216960309,MODIS-Aqua,Green Red Ratio
2013-08-12,20.74424501526325,MODIS-Aqua,Green Red Ratio
2013-08-13,34.757506314518814,MODIS-Aqua,Green Red Ratio
2013-08-17,47.296336726447905,MODIS-Aqua,Green Red Ratio
2013-08-18,104.4126865553037,MODIS-Aqua,Green Red Ratio
2013-08-19,54.037431625386006,MODIS-Aqua,Green Red Ratio
2013-08-20,143.8313612956509,MODIS-Aqua,Green Red Ratio
2013-08-21,156.822048503081,MODIS-Aqua,Green Red Ratio
2013-08-30,446.9169495989673,MODIS-Aqua,Green Red Ratio
2013-08-31,89.1528162924014,MODIS-Aqua,Green Red Ratio
2013-09-01,216.2985708125761,MODIS-Aqua,Green Red Ratio
2013-09-07,284.32159981614524,MODIS-Aqua,Green Red Ratio
2013-09-10,478.1511807014188,MODIS-Aqua,Green Red Ratio
2013-09-11,145.18909689559138,MODIS-Aqua,Green Red Ratio
2013-09-12,65.0001632627766,MODIS-Aqua,Green Red Ratio
2013-09-13,94.38235005632308,MODIS-Aqua,Green Red Ratio
2013-09-19,57.698253972750976,MODIS-Aqua,Green Red Ratio
2013-10-04,82.31463542166178,MODIS-Aqua,Green Red Ratio
2013-10-05,73.56972319138053,MODIS-Aqua,Green Red Ratio
2013-10-06,47.75512710310027,MODIS-Aqua,Green Red Ratio
2013-10-13,36.910465103524935,MODIS-Aqua,Green Red Ratio
2013-10-14,33.30705762821076,MODIS-Aqua,Green Red Ratio
2013-10-15,41.18461312386932,MODIS-Aqua,Green Red Ratio
2013-10-16,68.46948177545374,MODIS-Aqua,Green Red Ratio
2013-10-17,40.920411282926224,MODIS-Aqua,Green Red Ratio
2013-10-18,170.70063274270763,MODIS-Aqua,Green Red Ratio
2013-10-19,37.442857175455536,MODIS-Aqua,Green Red Ratio
2013-10-20,54.14053184114205,MODIS-Aqua,Green Red Ratio
2013-10-21,33.01586087482377,MODIS-Aqua,Green Red Ratio
2013-10-22,39.7492008652061,MODIS-Aqua,Green Red Ratio
2013-10-23,20.43341926222928,MODIS-Aqua,Green Red Ratio
2013-10-24,31.943979015268678,MODIS-Aqua,Green Red Ratio
2013-10-25,42.924632296556204,MODIS-Aqua,Green Red Ratio
2013-10-26,30.591534623363902,MODIS-Aqua,Green Red Ratio
2013-10-29,9.991271623824261,MODIS-Aqua,Green Red Ratio
2013-10-30,17.982978137586052,MODIS-Aqua,Green Red Ratio
2013-11-01,17.009511624337406,MODIS-Aqua,Green Red Ratio
2013-11-10,9.924364584672343,MODIS-Aqua,Green Red Ratio
2013-11-11,10.901197123446918,MODIS-Aqua,Green Red Ratio
2013-11-13,15.710647149163812,MODIS-Aqua,Green Red Ratio
2013-11-21,12.796831249582148,MODIS-Aqua,Green Red Ratio
2013-11-22,12.691733137673614,MODIS-Aqua,Green Red Ratio
2013-11-24,8.759626298641445,MODIS-Aqua,Green Red Ratio
2013-11-25,9.945746881839776,MODIS-Aqua,Green Red Ratio
2013-11-28,11.28534726072679,MODIS-Aqua,Green Red Ratio
2013-12-04,9.661461947438168,MODIS-Aqua,Green Red Ratio
2013-12-11,9.499757311078426,MODIS-Aqua,Green Red Ratio
2013-12-16,14.348007844916099,MODIS-Aqua,Green Red Ratio
2013-12-17,13.098599930593043,MODIS-Aqua,Green Red Ratio
2013-12-24,13.686683720474702,MODIS-Aqua,Green Red Ratio
2013-12-26,12.550041481103163,MODIS-Aqua,Green Red Ratio
2013-12-27,9.839415016062157,MODIS-Aqua,Green Red Ratio
2013-12-28,8.144004927959681,MODIS-Aqua,Green Red Ratio
2014-01-02,18.773726144148885,MODIS-Aqua,Green Red Ratio
2014-01-04,7.702414217608731,MODIS-Aqua,Green Red Ratio
2014-01-05,16.54131720277298,MODIS-Aqua,Green Red Ratio
2014-01-15,17.984550167544995,MODIS-Aqua,Green Red Ratio
2014-01-16,14.180486656706744,MODIS-Aqua,Green Red Ratio
2014-01-17,8.831298382062682,MODIS-Aqua,Green Red Ratio
2014-01-18,16.527102434096594,MODIS-Aqua,Green Red Ratio
2014-01-19,10.627997965797542,MODIS-Aqua,Green Red Ratio
2014-01-20,12.125087186188425,MODIS-Aqua,Green Red Ratio
2014-01-22,14.21216584100535,MODIS-Aqua,Green Red Ratio
2014-01-23,13.514277797368,MODIS-Aqua,Green Red Ratio
2014-01-24,27.072153229355997,MODIS-Aqua,Green Red Ratio
2014-01-25,11.679894740394628,MODIS-Aqua,Green Red Ratio
2014-01-26,8.631948420537134,MODIS-Aqua,Green Red Ratio
2014-02-22,69.3761027302135,MODIS-Aqua,Green Red Ratio
2014-02-28,18.95410940411169,MODIS-Aqua,Green Red Ratio
2014-03-07,30.090798017081248,MODIS-Aqua,Green Red Ratio
2014-03-11,60.10045435545709,MODIS-Aqua,Green Red Ratio
2014-03-12,73.02810766980319,MODIS-Aqua,Green Red Ratio
2014-03-13,38.95778327936052,MODIS-Aqua,Green Red Ratio
2014-03-18,30.749381907542986,MODIS-Aqua,Green Red Ratio
2014-03-21,55.7136554644141,MODIS-Aqua,Green Red Ratio
2014-03-22,108.28253622186672,MODIS-Aqua,Green Red Ratio
2014-03-23,34.410822366293495,MODIS-Aqua,Green Red Ratio
2014-03-24,17.390513492517854,MODIS-Aqua,Green Red Ratio
2014-04-07,126.71738168139282,MODIS-Aqua,Green Red Ratio
2014-04-10,73.02810766980319,MODIS-Aqua,Green Red Ratio
2014-04-11,94.38235005632308,MODIS-Aqua,Green Red Ratio
2014-04-12,285.47254599177535,MODIS-Aqua,Green Red Ratio
2014-04-13,176.6162213125129,MODIS-Aqua,Green Red Ratio
2014-04-28,33.41686866853411,MODIS-Aqua,Green Red Ratio
2014-04-30,32.04805170575758,MODIS-Aqua,Green Red Ratio
