date,chlorophyll_a_predicted,confidence_lower,confidence_upper,julian_day,year,band1_red,band2_nir,band4_green
2011-09-20,45.669861022774,26.990310622930824,53.66937555267495,263,2011,0.014349999999999998,0.11574999999999999,0.0262
2011-09-21,44.443171696144134,26.990310622930824,53.66937555267495,264,2011,0.01535,0.1087,0.0288
2011-09-23,45.94768869382148,25.819239488958345,53.66937555267495,266,2011,0.0235,0.19705,0.0386
2011-09-24,43.73720605356726,26.990310622930824,49.20096727994494,267,2011,0.01335,0.0461,0.02665
2011-09-28,45.94768869382148,25.37922375597259,53.66937555267495,271,2011,0.01825,0.11735,0.03005
2011-09-29,44.70353353817063,26.990310622930824,51.43517141630994,272,2011,0.01355,0.0802,0.0254
2011-10-08,43.476844211540765,26.93392384833934,53.66937555267495,281,2011,0.0129,0.0663,0.020499999999999997
2011-10-14,44.70353353817063,26.990310622930824,53.66937555267495,287,2011,0.0165,0.0867,0.027
2011-10-16,45.669861022774,23.441455874097056,53.66937555267495,289,2011,0.0824,0.2941,0.0938
2011-10-17,43.73720605356726,26.93392384833934,53.66937555267495,290,2011,0.01345,0.08915000000000001,0.02005
2011-10-18,45.4645249515198,25.32283698138111,53.66937555267495,291,2011,0.023149999999999997,0.12090000000000001,0.035500000000000004
2011-10-23,44.70353353817063,26.87753707374786,53.66937555267495,296,2011,0.0206,0.1109,0.0299
2011-10-24,45.94768869382148,24.006062203829497,53.66937555267495,297,2011,0.027299999999999998,0.11915,0.0329
2011-10-25,46.225516364868966,22.39668574086275,53.66937555267495,298,2011,0.03065,0.15055000000000002,0.041400000000000006
2011-10-26,46.225516364868966,23.86763880646524,53.66937555267495,299,2011,0.0255,0.0833,0.0331
2011-10-27,44.23177993536085,27.590040016503863,53.66937555267495,300,2011,0.0516,0.1347,0.0621
2011-10-29,46.225516364868966,23.86763880646524,53.66937555267495,302,2011,0.0244,0.0798,0.0319
2011-11-01,46.23320986535121,30.94549316452082,53.66937555267495,305,2011,0.045649999999999996,0.15725,0.0533
2011-11-02,38.51457955502109,20.52464084333112,53.66937555267495,306,2011,0.034,0.09459999999999999,0.0358
2011-11-08,46.22551636486895,34.85212647039136,53.66937555267495,312,2011,0.0455,0.2011,0.0534
2011-11-11,38.51457955502109,23.498244496892962,53.66937555267495,315,2011,0.0461,0.0774,0.0457
2011-11-25,38.51457955502109,19.754253111317336,53.66937555267495,329,2011,0.0548,0.0986,0.0488
2011-11-29,38.51457955502109,23.46985018549501,53.66937555267495,333,2011,0.048799999999999996,0.13545,0.04805
2011-12-01,38.51457955502109,21.62582099633904,53.66937555267495,335,2011,0.0376,0.0819,0.036449999999999996
2011-12-02,38.51457955502109,21.62582099633904,53.66937555267495,336,2011,0.03945,0.09355,0.0397
2011-12-03,39.58435937825274,23.471344622937004,53.66937555267495,337,2011,0.0505,0.1301,0.05395
2011-12-04,38.51457955502109,18.36723701748629,53.66937555267495,338,2011,0.03435,0.0785,0.030699999999999998
2011-12-05,41.37317974519097,18.044372531302052,53.66937555267495,339,2011,0.04685,0.18385,0.04605
2011-12-06,38.51457955502109,18.71646271703446,53.66937555267495,340,2011,0.026099999999999998,0.06805,0.0292
2011-12-07,38.51457955502109,20.24460968467792,51.546881623128186,341,2011,0.032549999999999996,0.0734,0.033
2011-12-08,38.51457955502109,20.680552780555622,53.66937555267495,342,2011,0.0441,0.11265,0.043
2011-12-09,38.51457955502109,18.444954479843574,53.66937555267495,343,2011,0.04235,0.10869999999999999,0.0383
2011-12-10,38.51457955502109,23.498244496892955,53.66937555267495,344,2011,0.04945,0.1644,0.05025
2011-12-12,41.373179745190974,23.471344622937004,53.66937555267495,346,2011,0.05215,0.21145,0.057499999999999996
2011-12-13,38.51457955502109,21.256108255972098,53.66937555267495,347,2011,0.03845,0.0755,0.0344
2011-12-16,38.51457955502109,15.575206581810573,51.546881623128186,350,2011,0.0351,0.0731,0.027499999999999997
2011-12-17,38.51457955502109,23.18323188188917,53.66937555267495,351,2011,0.0432,0.12140000000000001,0.044300000000000006
2011-12-21,39.12090399162257,23.469850185495005,53.66937555267495,355,2011,0.0904,0.1918,0.09525
2011-12-22,38.51457955502109,22.44025939958828,53.66937555267495,356,2011,0.04085,0.12190000000000001,0.0412
2011-12-23,38.51457955502109,21.703966266462434,53.66937555267495,357,2011,0.0526,0.11165,0.05065
2012-01-03,27.059442944681265,23.34195395664617,33.86841193696722,3,2012,0.1694,0.184,0.178
2012-01-04,38.51457955502111,23.501233371776948,53.66937555267495,4,2012,0.0602,0.3274,0.0631
2012-01-08,39.12090399162258,24.749845254781533,53.66937555267495,8,2012,0.04285,0.0888,0.0505
2012-01-09,38.5145795550211,23.441455874097056,53.66937555267495,9,2012,0.0832,0.1327,0.0875
2012-01-10,33.863092919185455,18.174994088682002,49.05353371681412,10,2012,0.03835,0.03635,0.04975
2012-01-11,38.51457955502109,19.909688036031913,53.66937555267495,11,2012,0.0377,0.1282,0.0444
2012-01-12,38.51457955502109,21.451417525079332,53.66937555267495,12,2012,0.0381,0.0992,0.0435
2012-01-23,27.059442944681265,19.909688036031913,34.84096056767613,23,2012,0.0818,0.0956,0.077
2012-01-27,44.33473590815707,30.737628161111488,53.66937555267495,27,2012,0.04435,0.10794999999999999,0.05785
2012-02-02,46.086602529345214,23.956311245104054,53.66937555267495,33,2012,0.027950000000000003,0.10105,0.0369
2012-02-03,43.02383686417827,24.700094296056086,53.66937555267495,34,2012,0.03635,0.09695000000000001,0.04525
2012-02-05,45.669861022774,24.48636993385695,53.66937555267495,36,2012,0.0512,0.1318,0.0607
2012-02-06,46.225516364868966,20.678151986501362,53.66937555267495,37,2012,0.0292,0.0949,0.042249999999999996
2012-02-12,42.370047959945026,23.420099226769562,53.66937555267495,43,2012,0.05815,0.16210000000000002,0.06205
2012-02-24,44.22036979586895,25.37922375597259,51.43517141630994,55,2012,0.01895,0.06659999999999999,0.0341
2012-02-27,27.059442944681265,6.66290791040154,29.907200391189647,58,2012,0.106,0.1036,0.0895
2012-03-04,38.5145795550211,23.499738934334957,53.66937555267495,64,2012,0.16094999999999998,0.23535,0.16205
2012-03-07,46.225516364868966,30.79377379362445,53.66937555267495,67,2012,0.0337,0.1734,0.0478
2012-03-08,46.32044530013248,38.51457955502109,53.66937555267495,68,2012,0.041249999999999995,0.16375,0.05255
2012-03-23,28.595062707972815,19.909688036031913,34.90280379417096,83,2012,0.0582,0.0541,0.0643
2012-03-24,46.225516364868966,38.39274183214868,53.66937555267495,84,2012,0.0387,0.1512,0.0497
2012-03-26,49.20096727994494,38.51457955502109,53.66937555267495,86,2012,0.0468,0.1411,0.0606
2012-04-14,47.10908764458203,23.768136889014354,53.66937555267495,105,2012,0.026099999999999998,0.04725,0.04215
2012-04-21,45.94768869382148,24.182320836778892,53.66937555267495,112,2012,0.019,0.087,0.0298
2012-04-22,45.186697280472316,24.182320836778892,53.66937555267495,113,2012,0.0187,0.08424999999999999,0.03345
2012-04-23,44.72099936719161,25.37922375597259,50.04237489403546,114,2012,0.0178,0.0801,0.0312
2012-04-29,46.225516364868966,21.451417525079332,53.66937555267495,120,2012,0.0285,0.1251,0.0437
2012-05-06,45.46452495151979,26.535487969523896,53.66937555267495,127,2012,0.01925,0.1063,0.0332
2012-05-07,45.186697280472316,26.990310622930824,53.66937555267495,128,2012,0.016,0.0949,0.02795
2012-05-09,44.981361209218115,25.44019005502351,51.43517141630994,130,2012,0.0187,0.11055000000000001,0.0318
2012-05-10,44.851180288204866,25.37922375597259,53.66937555267495,131,2012,0.02185,0.07815,0.033549999999999996
2012-05-11,46.225516364868966,29.84946287188152,53.66937555267495,132,2012,0.032,0.1727,0.0468
2012-05-12,43.476844211540765,26.93392384833934,53.66937555267495,133,2012,0.017,0.05345,0.02695
2012-05-13,45.669861022774,26.990310622930824,53.66937555267495,134,2012,0.0168,0.09285,0.031
2012-05-14,46.22551636486895,26.87753707374786,53.66937555267495,135,2012,0.0224,0.1569,0.0357
2012-05-15,46.225516364868966,21.451417525079332,53.66937555267495,136,2012,0.0277,0.0903,0.0397
2012-05-16,45.669861022774,26.990310622930824,53.66937555267495,137,2012,0.0198,0.1229,0.0333
2012-05-17,44.70353353817063,26.87753707374786,53.66937555267495,138,2012,0.0212,0.06555,0.032799999999999996
2012-05-18,46.225516364868966,21.451417525079332,53.66937555267495,139,2012,0.0313,0.0995,0.0422
2012-05-26,46.225516364868966,38.51457955502109,53.66937555267495,147,2012,0.0418,0.1435,0.06
2012-05-30,45.669861022774,23.441455874097056,53.66937555267495,151,2012,0.0736,0.1244,0.0864
2012-06-01,44.70353353817063,26.990310622930824,53.66937555267495,153,2012,0.01435,0.1074,0.02725
2012-06-06,46.22551636486896,32.29762243556903,53.66937555267495,158,2012,0.030699999999999998,0.1062,0.04505
2012-06-10,45.94768869382148,25.37922375597259,53.66937555267495,162,2012,0.0216,0.13,0.0377
2012-06-11,45.94768869382148,38.45366069358489,53.66937555267495,163,2012,0.04085,0.1366,0.058050000000000004
2012-06-13,45.94768869382148,24.25247301138402,53.66937555267495,165,2012,0.044550000000000006,0.15825,0.05925
2012-06-14,46.225516364868966,38.39274183214868,53.66937555267495,166,2012,0.029949999999999997,0.15639999999999998,0.0504
2012-06-15,46.225516364868966,23.696110368192898,53.66937555267495,167,2012,0.0264,0.1006,0.0446
2012-06-16,46.225516364868966,23.346025510574208,53.66937555267495,168,2012,0.0257,0.1477,0.0428
2012-06-17,44.23177993536085,23.441455874097056,53.66937555267495,169,2012,0.1714,0.2902,0.1866
2012-06-20,42.37004795994504,30.978017714559073,53.66937555267495,172,2012,0.0453,0.139,0.0605
2012-06-21,45.669861022774,26.080665316116967,53.66937555267495,173,2012,0.0221,0.1625,0.039
2012-06-24,38.5145795550211,23.498244496892955,53.66937555267495,176,2012,0.0793,0.1256,0.0782
2012-06-27,45.94768869382148,25.204882200500464,53.66937555267495,179,2012,0.02305,0.10364999999999999,0.03515
2012-07-02,44.981361209218115,26.535487969523896,53.66937555267495,184,2012,0.01565,0.11725000000000001,0.033049999999999996
2012-07-04,46.22551636486896,25.37922375597259,53.66937555267495,186,2012,0.01935,0.09914999999999999,0.0327
2012-07-05,45.669861022774,26.990310622930824,53.66937555267495,187,2012,0.01655,0.09734999999999999,0.0298
2012-07-06,45.94768869382148,25.37922375597259,53.66937555267495,188,2012,0.020749999999999998,0.2113,0.038
2012-07-07,45.669861022774,23.768136889014354,53.66937555267495,189,2012,0.02135,0.1333,0.03825
2012-07-08,46.225516364868966,38.39274183214868,53.66937555267495,190,2012,0.0329,0.1221,0.0525
2012-07-09,45.669861022774,26.990310622930824,53.66937555267495,191,2012,0.014,0.0995,0.0264
2012-07-10,46.225516364868966,28.246963187070385,53.66937555267495,192,2012,0.02805,0.183,0.0436
2012-07-11,44.981361209218115,26.990310622930824,53.66937555267495,193,2012,0.01415,0.08435,0.02815
2012-07-12,45.669861022774,26.990310622930824,53.66937555267495,194,2012,0.0215,0.1181,0.0365
2012-07-13,43.748616193059156,23.44999932948137,53.66937555267495,195,2012,0.022600000000000002,0.0771,0.03345
2012-07-19,43.73720605356726,26.990310622930824,53.66937555267495,201,2012,0.0157,0.0738,0.0287
2012-07-21,44.443171696144134,26.990310622930824,53.66937555267495,203,2012,0.0131,0.10255,0.027
2012-07-23,45.669861022774,26.990310622930824,53.66937555267495,205,2012,0.0169,0.11674999999999999,0.033
2012-07-24,42.09222028889755,24.182320836778892,53.66937555267495,206,2012,0.0233,0.0967,0.033549999999999996
2012-07-25,44.98136120921811,26.990310622930824,53.66937555267495,207,2012,0.0143,0.0897,0.02875
2012-07-26,44.70353353817063,26.990310622930824,53.66937555267495,208,2012,0.01285,0.062,0.024599999999999997
2012-07-27,45.186697280472316,26.535487969523896,53.66937555267495,209,2012,0.0202,0.11019999999999999,0.036199999999999996
2012-07-28,43.73720605356726,26.990310622930824,53.66937555267495,210,2012,0.0123,0.07419999999999999,0.025
2012-07-29,45.947688693821476,24.169402711288146,53.66937555267495,211,2012,0.023399999999999997,0.0681,0.034949999999999995
2012-07-30,45.669861022774,25.37922375597259,53.66937555267495,212,2012,0.02105,0.13529999999999998,0.03805
2012-07-31,41.732217240895665,24.22086407400508,51.43517141630994,213,2012,0.0222,0.06645000000000001,0.0312
2012-08-01,44.443171696144134,26.990310622930824,53.66937555267495,214,2012,0.017,0.12505,0.03335
2012-08-02,44.70353353817063,24.182320836778892,53.66937555267495,215,2012,0.0173,0.1026,0.03165
2012-08-03,44.72099936719161,26.990310622930824,53.66937555267495,216,2012,0.01175,0.10485,0.02525
2012-08-04,44.981361209218115,26.990310622930824,53.66937555267495,217,2012,0.011349999999999999,0.0841,0.023
2012-08-05,44.70353353817063,26.990310622930824,53.66937555267495,218,2012,0.0207,0.0934,0.0339
2012-08-06,44.443171696144134,26.990310622930824,51.43517141630994,219,2012,0.01225,0.089,0.0257
2012-08-07,42.09222028889755,23.344722976500528,51.546881623128186,220,2012,0.0249,0.1255,0.036849999999999994
2012-08-08,45.94768869382148,26.990310622930824,53.66937555267495,221,2012,0.018500000000000003,0.1383,0.0354
2012-08-09,43.73720605356726,26.990310622930824,53.66937555267495,222,2012,0.0159,0.0821,0.0258
2012-08-10,45.669861022774,26.990310622930824,53.66937555267495,223,2012,0.01545,0.09634999999999999,0.02885
2012-08-11,44.98136120921811,26.990310622930824,51.43517141630994,224,2012,0.0131,0.06845,0.02525
2012-08-12,45.669861022774,26.990310622930824,53.66937555267495,225,2012,0.01725,0.08495,0.03165
2012-08-13,43.73720605356726,26.990310622930824,51.43517141630994,226,2012,0.01585,0.06395,0.029949999999999997
2012-08-14,45.186697280472316,26.990310622930824,53.66937555267495,227,2012,0.01805,0.08775,0.03065
2012-08-15,46.22551636486895,26.080665316116967,53.66937555267495,228,2012,0.023,0.1005,0.0411
2012-08-16,45.186697280472316,26.990310622930824,53.66937555267495,229,2012,0.018500000000000003,0.10435,0.0311
2012-08-17,45.669861022774,26.990310622930824,53.66937555267495,230,2012,0.0212,0.1517,0.0352
2012-08-19,44.98136120921811,26.990310622930824,51.43517141630994,232,2012,0.01165,0.07445,0.023899999999999998
2012-08-21,44.981361209218115,26.990310622930824,53.66937555267495,234,2012,0.01205,0.0892,0.024050000000000002
2012-08-22,44.443171696144134,26.990310622930824,53.66937555267495,235,2012,0.012299999999999998,0.10535,0.02475
2012-08-23,44.70353353817063,26.93392384833934,53.66937555267495,236,2012,0.018299999999999997,0.0932,0.0286
2012-08-24,45.669861022774,26.990310622930824,53.66937555267495,237,2012,0.0192,0.1441,0.0347
2012-08-25,44.70353353817063,26.990310622930824,53.66937555267495,238,2012,0.0188,0.0868,0.03165
2012-08-26,45.186697280472316,26.47910119493241,53.66937555267495,239,2012,0.021699999999999997,0.09215,0.0376
2012-08-27,40.53364200866764,25.51754200173609,50.83101723848503,240,2012,0.01465,0.0509,0.02775
2012-08-29,44.72099936719161,26.990310622930824,51.43517141630994,242,2012,0.010450000000000001,0.08035,0.023100000000000002
2012-08-30,44.981361209218115,26.990310622930824,53.66937555267495,243,2012,0.0119,0.0811,0.0238
2012-08-31,45.669861022774,26.0269003858009,53.66937555267495,244,2012,0.01845,0.12865000000000001,0.03415
2012-09-01,43.476844211540765,26.990310622930824,53.66937555267495,245,2012,0.0148,0.045899999999999996,0.025099999999999997
2012-09-02,44.70353353817063,26.990310622930824,53.66937555267495,246,2012,0.0166,0.12325,0.0291
2012-09-03,45.94768869382147,26.990310622930824,53.66937555267495,247,2012,0.0126,0.11775,0.02495
2012-09-04,45.94768869382148,25.44019005502351,53.66937555267495,248,2012,0.01885,0.08975,0.0327
2012-09-05,44.443171696144134,26.990310622930824,51.43517141630994,249,2012,0.012549999999999999,0.0999,0.02495
2012-09-06,44.70353353817063,26.990310622930824,53.66937555267495,250,2012,0.01685,0.09104999999999999,0.03005
2012-09-07,45.186697280472316,26.946892838210633,53.66937555267495,251,2012,0.0194,0.08825,0.0337
2012-09-09,46.22551636486894,26.080665316116967,53.66937555267495,253,2012,0.0185,0.1397,0.0394
2012-09-11,45.669861022774,26.990310622930824,53.66937555267495,255,2012,0.0176,0.0988,0.03105
2012-09-12,45.669861022774,26.990310622930824,53.66937555267495,256,2012,0.0142,0.1002,0.0254
2012-09-13,46.225516364868966,23.890069487116197,53.66937555267495,257,2012,0.0248,0.2321,0.04
2012-09-14,45.186697280472316,26.990310622930824,53.66937555267495,258,2012,0.0161,0.1384,0.027749999999999997
2012-09-16,45.94768869382148,29.69665444455299,53.66937555267495,260,2012,0.0241,0.15785,0.04005
2012-09-17,44.443171696144134,26.990310622930824,51.43517141630994,261,2012,0.01345,0.06185,0.025050000000000003
2012-09-18,45.94768869382148,25.37922375597259,53.66937555267495,262,2012,0.022449999999999998,0.149,0.0354
2012-09-19,43.73720605356726,26.990310622930824,53.66937555267495,263,2012,0.0178,0.0669,0.0287
2012-09-20,46.22551636486896,24.22086407400508,53.66937555267495,264,2012,0.020450000000000003,0.10825,0.0325
2012-09-22,44.85118028820486,26.990310622930824,53.66937555267495,266,2012,0.012799999999999999,0.07350000000000001,0.02305
2012-09-23,45.669861022774,32.027188887159966,53.66937555267495,267,2012,0.0672,0.1476,0.0892
2012-09-24,45.80877485829774,26.990310622930824,53.66937555267495,268,2012,0.016050000000000002,0.0936,0.0308
2012-09-25,45.4645249515198,32.75244508897596,53.66937555267495,269,2012,0.0285,0.15535,0.042550000000000004
2012-09-26,43.607025132554014,26.990310622930824,53.66937555267495,270,2012,0.0104,0.06255,0.019049999999999997
2012-09-30,43.73720605356726,26.990310622930824,53.66937555267495,274,2012,0.013049999999999999,0.07450000000000001,0.02255
