datetime,chlorophyll_a_recommended,chl_green_red,chl_rf,julian_day,year
2012-06-27,51.689305179302536,51.689305179302536,86.27075110052456,179,2012
2012-07-02,126.45597803302795,126.45597803302795,105.1901776896513,184,2012
2012-07-04,75.87614778797504,75.87614778797504,115.12678019305987,186,2012
2012-07-05,80.99901878732241,80.99901878732241,105.11582467024846,187,2012
2012-07-06,77.26889022084313,77.26889022084313,106.3867020997522,188,2012
2012-07-07,73.69636066415386,73.69636066415386,108.25873524376135,189,2012
2012-07-08,50.004107823554016,50.004107823554016,123.30328090862163,190,2012
2012-07-09,86.05414316248925,86.05414316248925,103.6259057341959,191,2012
2012-07-10,45.60390580751995,45.60390580751995,120.73974932856683,192,2012
2012-07-11,100.63789303361585,100.63789303361585,102.7963174482691,193,2012
2012-07-12,61.15594883365676,61.15594883365676,102.38388139839714,194,2012
2012-07-13,40.676415422294696,40.676415422294696,120.38739519145221,195,2012
2012-07-19,77.78551408770119,77.78551408770119,105.1255228838214,201,2012
2012-07-21,120.32261489560796,120.32261489560796,101.64838525528228,203,2012
2012-07-23,96.43543605189399,96.43543605189399,103.17825295453636,205,2012
2012-07-24,42.843435490389645,42.843435490389645,78.23655159742623,206,2012
2012-07-25,107.2276053739926,107.2276053739926,103.15172392025664,207,2012
2012-07-26,93.68518597397916,93.68518597397916,104.32964946581603,208,2012
2012-07-27,73.35113025111124,73.35113025111124,102.56358050526347,209,2012
2012-07-28,113.41657938912499,113.41657938912499,103.20816607839133,210,2012
2012-07-29,40.592857535467246,40.592857535467246,117.24129991257777,211,2012
2012-07-30,75.03923305332572,75.03923305332572,108.31305799958827,212,2012
2012-07-31,70.79455509079361,70.79455509079361,79.3869600330354,213,2012
2012-08-01,107.05581458826555,107.05581458826555,105.96445721743783,214,2012
2012-08-02,77.6335558081307,77.6335558081307,105.96686234308902,215,2012
2012-08-03,130.3835554093286,130.3835554093286,101.32125487154876,216,2012
2012-08-04,110.22104936391173,110.22104936391173,102.32016797108463,217,2012
2012-08-05,54.40460099244249,54.40460099244249,94.11424350772288,218,2012
2012-08-06,150.55470417708617,150.55470417708617,102.14723620482812,219,2012
2012-08-07,43.29818820046149,43.29818820046149,75.82711460241175,220,2012
2012-08-08,96.05261805176218,96.05261805176218,101.10637257088071,221,2012
2012-08-09,52.796856896867574,52.796856896867574,91.72663772002291,222,2012
2012-08-10,84.07410519657783,84.07410519657783,102.74775473694335,223,2012
2012-08-11,94.34492337892186,94.34492337892186,101.94191016907706,224,2012
2012-08-12,80.7816101948786,80.7816101948786,101.7975186371327,225,2012
2012-08-13,93.26277171778186,93.26277171778186,99.83931536548549,226,2012
2012-08-14,63.928614634060224,63.928614634060224,99.30899550406991,227,2012
2012-08-15,72.24590007184571,72.24590007184571,107.53441949771337,228,2012
2012-08-16,60.286699024864575,60.286699024864575,97.0732565780577,229,2012
2012-08-17,56.894544896241435,56.894544896241435,90.65489070390774,230,2012
2012-08-19,112.66207112300978,112.66207112300978,101.66205993108744,232,2012
2012-08-21,102.83271399333617,102.83271399333617,101.48987631914976,234,2012
2012-08-22,125.3422913401091,125.3422913401091,100.18267629209006,235,2012
2012-08-23,47.43166802339856,47.43166802339856,88.19969312820936,236,2012
2012-08-24,74.95340457452198,74.95340457452198,99.22581068574641,237,2012
2012-08-25,59.49181563502253,59.49181563502253,80.86090068791486,238,2012
2012-08-26,67.03043290321237,67.03043290321237,87.44741643690799,239,2012
2012-08-27,91.80158145850754,91.80158145850754,96.88806963481021,240,2012
2012-08-29,161.34068306889117,161.34068306889117,90.9293126357434,242,2012
2012-08-30,103.67678094848537,103.67678094848537,92.06916481678104,243,2012
2012-08-31,81.23746493447274,81.23746493447274,91.61538444575207,244,2012
2012-09-01,61.09063038629235,61.09063038629235,84.48693699747966,245,2012
2012-09-02,71.35687257134565,71.35687257134565,85.40936642080527,246,2012
2012-09-03,103.77069401974727,103.77069401974727,83.55627370372541,247,2012
2012-09-04,70.79215298133832,70.79215298133832,78.07888989244145,248,2012
2012-09-05,112.45180640157108,112.45180640157108,79.85555992339565,249,2012
2012-09-06,73.29993833888176,73.29993833888176,78.70929241393836,250,2012
2012-09-07,67.27118584947186,67.27118584947186,60.56975971307514,251,2012
2012-09-09,127.82123379808013,127.82123379808013,50.27268085965039,253,2012
2012-09-11,70.09541562994677,70.09541562994677,51.464422401147694,255,2012
2012-09-12,72.54115513551213,72.54115513551213,51.84738844496164,256,2012
2012-09-13,51.77356417538554,51.77356417538554,39.38585306040419,257,2012
2012-09-14,69.69458951367048,69.69458951367048,45.58577665789608,258,2012
2012-09-16,57.48430104897524,57.48430104897524,40.19469200195823,260,2012
2012-09-17,83.64890334571699,83.64890334571699,51.609190980496905,261,2012
2012-09-18,49.308084163932584,49.308084163932584,44.213904826326555,262,2012
2012-09-19,51.71684327954379,51.71684327954379,39.57690736625489,263,2012
2012-09-20,68.75902501428133,68.75902501428133,51.079162212985665,264,2012
2012-09-22,85.91843851542968,85.91843851542968,44.243423425067135,266,2012
2012-09-23,27.47890332750409,27.47890332750409,62.84138911723462,267,2012
2012-09-24,99.22040576198782,99.22040576198782,49.06550788181325,268,2012
2012-09-25,43.249667614079314,43.249667614079314,38.443600775267214,269,2012
2012-09-26,78.69750492899563,78.69750492899563,46.198515694191016,270,2012
2012-09-30,69.01838638980486,69.01838638980486,41.35736912849497,274,2012
2012-10-01,72.51556381490786,72.51556381490786,42.070157621166615,275,2012
2012-10-02,60.92710438046548,60.92710438046548,40.11881581062761,276,2012
2012-10-03,46.834195595449955,46.834195595449955,40.36015065416291,277,2012
2012-10-04,39.31283604276253,39.31283604276253,36.109839209479006,278,2012
2012-10-05,55.29256371973161,55.29256371973161,42.96670909045021,279,2012
2012-10-06,53.35332732732262,53.35332732732262,39.60421316683263,280,2012
2012-10-07,47.995286044537735,47.995286044537735,39.691358595924555,281,2012
2012-10-08,31.546474626849623,31.546474626849623,49.934811152774316,282,2012
2012-10-09,56.054990183240946,56.054990183240946,43.14616356910187,283,2012
2012-10-10,45.793656086998496,45.793656086998496,46.951449274590125,284,2012
2012-10-11,36.39226307679935,36.39226307679935,50.41697811274044,285,2012
2012-10-17,72.44373371473111,72.44373371473111,41.28385662957552,291,2012
2012-10-18,50.5051449357727,50.5051449357727,37.53559296470886,292,2012
2012-10-25,37.790891064297675,37.790891064297675,55.172678009758044,299,2012
2012-11-05,17.151119278983565,17.151119278983565,61.16019233196185,310,2012
2012-11-06,26.607225887889843,26.607225887889843,59.987554183117226,311,2012
2012-11-08,15.802202539773255,15.802202539773255,60.805405455461475,313,2012
2012-11-14,19.89771340707245,19.89771340707245,56.72927117037553,319,2012
2012-11-15,14.842067349281168,14.842067349281168,47.3449157406148,320,2012
2012-11-25,15.229915597776115,15.229915597776115,46.92240108420828,330,2012
2012-11-26,11.833696244607326,11.833696244607326,48.96731016098699,331,2012
2012-12-10,13.74086268117952,13.74086268117952,46.99142803480204,345,2012
2012-12-13,13.953625166326873,13.953625166326873,46.667444372938235,348,2012
2013-01-01,17.731381357382286,17.731381357382286,57.92924580820604,1,2013
2013-01-02,24.995856387498247,24.995856387498247,61.17129441923018,2,2013
2013-01-04,28.24877911676674,28.24877911676674,60.174214092759584,4,2013
2013-01-16,10.949505070843994,10.949505070843994,49.77707523486381,16,2013
2013-01-17,16.635786321980913,16.635786321980913,52.057677179908524,17,2013
2013-01-18,15.692857763242014,15.692857763242014,53.63008533021066,18,2013
2013-01-19,36.76234032638261,36.76234032638261,55.24508840304644,19,2013
2013-01-20,34.709355589834594,34.709355589834594,55.38781781546015,20,2013
2013-01-21,14.711416030918576,14.711416030918576,47.67939537063664,21,2013
2013-01-22,10.608726139540165,10.608726139540165,49.277516243894354,22,2013
2013-02-01,15.816852103351582,15.816852103351582,58.871763783925225,32,2013
2013-02-08,10.314621912356285,10.314621912356285,46.99681077927468,39,2013
2013-02-10,7.27133341428941,7.27133341428941,48.57398720249134,41,2013
2013-02-15,17.32926940065824,17.32926940065824,53.96044844703761,46,2013
2013-02-19,11.491895801612172,11.491895801612172,47.86471267781538,50,2013
2013-03-03,32.81677828127377,32.81677828127377,52.63588785150454,62,2013
2013-03-04,21.183070768230888,21.183070768230888,55.17590414418332,63,2013
2013-03-07,32.027185367168336,32.027185367168336,56.339040030812086,66,2013
2013-03-08,13.914900554236732,13.914900554236732,45.83438128850599,67,2013
2013-03-09,23.968023149270014,23.968023149270014,49.9071924659037,68,2013
2013-03-13,26.89305127867148,26.89305127867148,59.38653897779269,72,2013
2013-03-30,33.51777704789913,33.51777704789913,64.79645837992337,89,2013
2013-03-31,29.65738082629369,29.65738082629369,61.22335033942624,90,2013
2013-04-22,28.00297311280077,28.00297311280077,60.454804791114285,112,2013
2013-04-23,46.4972757137125,46.4972757137125,73.64479013087941,113,2013
2013-04-24,61.85542028302169,61.85542028302169,84.30128231523906,114,2013
2013-04-25,36.8155513444315,36.8155513444315,89.73981374310739,115,2013
2013-04-26,58.95346198310689,58.95346198310689,81.7084845100876,116,2013
2013-04-27,37.6996384529393,37.6996384529393,92.88503762864525,117,2013
2013-05-01,66.09925009761776,66.09925009761776,95.91139180770914,121,2013
2013-05-02,49.02898356647214,49.02898356647214,93.99403480108217,122,2013
2013-05-03,68.63635536447133,68.63635536447133,92.29427884114415,123,2013
2013-05-04,57.73237372964279,57.73237372964279,94.43264153348747,124,2013
2013-05-05,91.16070271491674,91.16070271491674,92.24823959206552,125,2013
2013-05-06,26.93690752661435,26.93690752661435,59.72684284700486,126,2013
2013-05-07,51.369275498819576,51.369275498819576,92.17406329737123,127,2013
2013-05-08,28.83124754114252,28.83124754114252,61.187940096712275,128,2013
2013-05-09,66.54688037057208,66.54688037057208,98.57133002846363,129,2013
2013-05-10,40.82422776467533,40.82422776467533,103.67751685594695,130,2013
2013-05-13,25.057976210634113,25.057976210634113,58.634507957752284,133,2013
2013-05-20,86.14552260121003,86.14552260121003,102.33500294841446,140,2013
2013-05-31,53.206911860573705,53.206911860573705,114.91864244705124,151,2013
2013-06-01,77.46784674649963,77.46784674649963,106.26010176514714,152,2013
2013-06-02,34.474625539689654,34.474625539689654,86.63685665271367,153,2013
2013-06-03,83.8190354984948,83.8190354984948,105.64100479777636,154,2013
2013-06-04,78.81115240131027,78.81115240131027,102.44364984082145,155,2013
2013-06-05,65.25410082400158,65.25410082400158,102.62343350474515,156,2013
2013-06-06,77.43711541062093,77.43711541062093,105.95682744224646,157,2013
2013-06-07,40.911424777833695,40.911424777833695,81.6833093942401,158,2013
2013-06-08,100.65978241962304,100.65978241962304,104.04435575758816,159,2013
2013-06-09,75.13433564099842,75.13433564099842,110.43062532824294,160,2013
2013-06-10,74.09258148469674,74.09258148469674,103.53271703830796,161,2013
2013-06-14,42.57635738823748,42.57635738823748,118.06887111974837,165,2013
2013-06-16,22.284630497809026,22.284630497809026,58.52024833646318,167,2013
2013-06-17,65.29530453045848,65.29530453045848,102.5135092152882,168,2013
2013-06-18,52.5906452118888,52.5906452118888,118.28779340949696,169,2013
2013-06-28,79.66185838550595,79.66185838550595,105.36303330942292,179,2013
2013-06-30,37.971857410158336,37.971857410158336,124.94920388919269,181,2013
2013-07-01,57.04502306573657,57.04502306573657,113.29958580534702,182,2013
2013-07-02,38.16976316804015,38.16976316804015,82.30228931957951,183,2013
2013-07-03,79.30880038209921,79.30880038209921,105.607062279968,184,2013
2013-07-04,44.26756075006025,44.26756075006025,121.9035946174169,185,2013
2013-07-05,117.5030505489567,117.5030505489567,104.95292357532618,186,2013
2013-07-06,85.94065889284758,85.94065889284758,108.69841881021458,187,2013
2013-07-07,64.54060628243107,64.54060628243107,108.82195946054873,188,2013
2013-07-08,111.83113730938663,111.83113730938663,105.56007332384354,189,2013
2013-07-09,36.64968567676129,36.64968567676129,83.8395107679036,190,2013
2013-07-10,69.19277031387267,69.19277031387267,102.7728851446366,191,2013
2013-07-11,28.94274252599204,28.94274252599204,91.34047255288012,192,2013
2013-07-12,64.63722433630818,64.63722433630818,104.51103264592149,193,2013
2013-07-13,60.73645401605894,60.73645401605894,113.89365139935572,194,2013
2013-07-14,86.16007217350506,86.16007217350506,103.45718122604663,195,2013
2013-07-15,117.91748117411106,117.91748117411106,102.72475833983017,196,2013
2013-07-16,71.6236197395674,71.6236197395674,116.05272390751398,197,2013
2013-07-17,83.60833473031424,83.60833473031424,107.50404039657366,198,2013
2013-07-18,49.80811548883973,49.80811548883973,82.59717915645288,199,2013
2013-07-19,77.4458278485676,77.4458278485676,104.83719870540781,200,2013
2013-07-20,59.64966559039323,59.64966559039323,107.90867108524888,201,2013
2013-07-21,97.2240117847364,97.2240117847364,102.81749543385573,202,2013
2013-07-22,112.89993487748293,112.89993487748293,101.5419341195481,203,2013
2013-07-23,71.37505371200406,71.37505371200406,111.23165582645109,204,2013
2013-07-24,132.06059750809302,132.06059750809302,101.75738113111606,205,2013
2013-07-25,60.588951245229836,60.588951245229836,79.78090918923323,206,2013
2013-07-26,66.21234539568329,66.21234539568329,104.15886126946731,207,2013
2013-07-27,36.212153065416324,36.212153065416324,89.24361029055736,208,2013
2013-07-28,81.73064687223652,81.73064687223652,103.25959036471545,209,2013
2013-07-29,100.97523210131035,100.97523210131035,104.35205969015686,210,2013
2013-07-30,78.12684569002384,78.12684569002384,101.0324022105057,211,2013
2013-08-02,26.49782895488183,26.49782895488183,61.46889506078836,214,2013
2013-08-03,46.49722251929297,46.49722251929297,82.08648170851728,215,2013
2013-08-04,69.30870565694829,69.30870565694829,99.47167405253282,216,2013
2013-08-05,84.80608898503537,84.80608898503537,101.69879925522575,217,2013
2013-08-06,52.2792595629915,52.2792595629915,97.10249331333648,218,2013
2013-08-08,60.40960630225241,60.40960630225241,90.99638918389995,220,2013
2013-08-09,182.55546646322188,182.55546646322188,100.5525955752001,221,2013
2013-08-10,102.80423495161317,102.80423495161317,102.11382947504883,222,2013
2013-08-12,39.72959685625817,39.72959685625817,75.99197092347478,224,2013
2013-08-13,67.45017570642071,67.45017570642071,100.31999829470978,225,2013
2013-08-17,67.83059562529179,67.83059562529179,99.57268554980601,229,2013
2013-08-18,70.81757012629782,70.81757012629782,101.80667236186444,230,2013
2013-08-19,52.5525369694478,52.5525369694478,93.2638303970447,231,2013
2013-08-20,92.39233160480299,92.39233160480299,102.2555985851022,232,2013
