datetime,date,chlorophyll_ugL,sensor
11/8/11,11/8/11,18.31113672,MODIS-Aqua
11/11/11,11/11/11,13.77307348,MODIS-Aqua
11/25/11,11/25/11,7.174893024,MODIS-Aqua
11/29/11,11/29/11,15.07589866,MODIS-Aqua
11/29/11,11/29/11,9.048433881,MODIS-Terra
12/1/11,12/1/11,11.55725791,MODIS-Aqua
12/1/11,12/1/11,13.4119025,MODIS-Terra
12/2/11,12/2/11,14.64932069,MODIS-Terra
12/2/11,12/2/11,9.479014944,MODIS-Aqua
12/3/11,12/3/11,18.97306951,MODIS-Terra
12/3/11,12/3/11,11.63396404,MODIS-Aqua
12/4/11,12/4/11,8.681255134,MODIS-Aqua
12/4/11,12/4/11,10.72137241,MODIS-Terra
12/5/11,12/5/11,8.048167167,MODIS-Aqua
12/5/11,12/5/11,17.38294092,MODIS-Terra
12/6/11,12/6/11,11.73719344,MODIS-Aqua
12/6/11,12/6/11,12.21544968,MODIS-Terra
12/7/11,12/7/11,16.35452995,MODIS-Terra
12/7/11,12/7/11,7.531380142,MODIS-Aqua
12/8/11,12/8/11,9.462744766,MODIS-Terra
12/8/11,12/8/11,12.47667198,MODIS-Aqua
12/9/11,12/9/11,8.621283805,MODIS-Aqua
12/9/11,12/9/11,12.5953071,MODIS-Terra
12/10/11,12/10/11,12.34218641,MODIS-Terra
12/10/11,12/10/11,14.30308631,MODIS-Aqua
12/12/11,12/12/11,10.05161903,MODIS-Aqua
12/12/11,12/12/11,11.34896205,MODIS-Terra
12/13/11,12/13/11,10.06440453,MODIS-Aqua
12/13/11,12/13/11,12.82828025,MODIS-Terra
12/16/11,12/16/11,15.4970609,MODIS-Terra
12/16/11,12/16/11,9.226390484,MODIS-Aqua
12/17/11,12/17/11,10.78217384,MODIS-Aqua
12/17/11,12/17/11,9.816493423,MODIS-Terra
12/21/11,12/21/11,12.28648899,MODIS-Aqua
12/21/11,12/21/11,16.9869044,MODIS-Terra
12/22/11,12/22/11,7.734417537,MODIS-Aqua
12/22/11,12/22/11,8.465662746,MODIS-Terra
12/23/11,12/23/11,10.73730435,MODIS-Terra
12/23/11,12/23/11,11.26690756,MODIS-Aqua
1/3/12,1/3/12,14.33475771,MODIS-Terra
1/4/12,1/4/12,14.22071673,MODIS-Terra
1/8/12,1/8/12,20.38669463,MODIS-Terra
1/8/12,1/8/12,15.95517815,MODIS-Aqua
1/9/12,1/9/12,12.90877418,MODIS-Aqua
1/10/12,1/10/12,21.71318954,MODIS-Aqua
1/10/12,1/10/12,33.99382007,MODIS-Terra
1/11/12,1/11/12,18.51538791,MODIS-Aqua
1/12/12,1/12/12,15.24508324,MODIS-Aqua
1/23/12,1/23/12,13.91215849,MODIS-Aqua
1/27/12,1/27/12,27.82783136,MODIS-Aqua
1/27/12,1/27/12,26.14043948,MODIS-Terra
2/2/12,2/2/12,24.32836915,MODIS-Aqua
2/2/12,2/2/12,46.69068727,MODIS-Terra
2/3/12,2/3/12,21.98469326,MODIS-Terra
2/3/12,2/3/12,32.94203797,MODIS-Aqua
2/5/12,2/5/12,18.91042439,MODIS-Aqua
2/6/12,2/6/12,15.01402994,MODIS-Terra
2/6/12,2/6/12,23.79887398,MODIS-Aqua
2/12/12,2/12/12,11.74036132,MODIS-Aqua
2/12/12,2/12/12,22.0546655,MODIS-Terra
2/24/12,2/24/12,54.48079774,MODIS-Aqua
2/24/12,2/24/12,50.6271405,MODIS-Terra
2/27/12,2/27/12,6.41177247,MODIS-Aqua
3/4/12,3/4/12,12.76436119,MODIS-Terra
3/4/12,3/4/12,10.81583376,MODIS-Aqua
3/7/12,3/7/12,29.89785765,MODIS-Aqua
3/8/12,3/8/12,22.05233628,MODIS-Aqua
3/8/12,3/8/12,30.76242534,MODIS-Terra
3/23/12,3/23/12,15.10395131,MODIS-Aqua
3/24/12,3/24/12,24.39857742,MODIS-Aqua
3/26/12,3/26/12,29.58311877,MODIS-Terra
4/14/12,4/14/12,71.87595046,MODIS-Terra
4/14/12,4/14/12,40.02151437,MODIS-Aqua
4/21/12,4/21/12,54.18674305,MODIS-Aqua
4/21/12,4/21/12,47.09984138,MODIS-Terra
4/22/12,4/22/12,77.02172411,MODIS-Terra
4/22/12,4/22/12,59.63683296,MODIS-Aqua
4/23/12,4/23/12,50.24210309,MODIS-Terra
4/23/12,4/23/12,125.3272994,MODIS-Aqua
4/29/12,4/29/12,46.68995026,MODIS-Aqua
5/6/12,5/6/12,67.02672349,MODIS-Terra
5/6/12,5/6/12,65.01201009,MODIS-Aqua
5/7/12,5/7/12,56.89804731,MODIS-Terra
5/7/12,5/7/12,72.61261887,MODIS-Aqua
5/9/12,5/9/12,52.94860535,MODIS-Terra
5/9/12,5/9/12,79.18206283,MODIS-Aqua
5/10/12,5/10/12,39.47201836,MODIS-Aqua
5/10/12,5/10/12,46.92249691,MODIS-Terra
5/11/12,5/11/12,40.02151437,MODIS-Aqua
5/12/12,5/12/12,42.52163221,MODIS-Aqua
5/12/12,5/12/12,67.99661252,MODIS-Terra
5/13/12,5/13/12,75.76895661,MODIS-Terra
5/13/12,5/13/12,64.45250185,MODIS-Aqua
5/14/12,5/14/12,51.86673177,MODIS-Terra
5/15/12,5/15/12,39.07501853,MODIS-Terra
5/16/12,5/16/12,60.2456134,MODIS-Terra
5/17/12,5/17/12,48.20345481,MODIS-Aqua
5/17/12,5/17/12,49.12767917,MODIS-Terra
5/18/12,5/18/12,27.56824649,MODIS-Aqua
5/26/12,5/26/12,36.28329389,MODIS-Aqua
5/30/12,5/30/12,20.50599052,MODIS-Terra
6/1/12,6/1/12,89.33098989,MODIS-Aqua
6/1/12,6/1/12,93.66764254,MODIS-Terra
6/6/12,6/6/12,26.7697899,MODIS-Aqua
6/6/12,6/6/12,66.53861671,MODIS-Terra
6/10/12,6/10/12,85.50668687,MODIS-Aqua
6/10/12,6/10/12,78.94262854,MODIS-Terra
6/11/12,6/11/12,37.1898614,MODIS-Aqua
6/11/12,6/11/12,34.25002359,MODIS-Terra
6/13/12,6/13/12,53.64528203,MODIS-Aqua
6/13/12,6/13/12,23.45234449,MODIS-Terra
6/14/12,6/14/12,57.56134744,MODIS-Aqua
6/14/12,6/14/12,65.83684622,MODIS-Terra
6/15/12,6/15/12,64.11045951,MODIS-Terra
6/16/12,6/16/12,82.74521257,MODIS-Aqua
6/16/12,6/16/12,50.31001363,MODIS-Terra
6/17/12,6/17/12,14.41241149,MODIS-Aqua
6/20/12,6/20/12,43.03593753,MODIS-Aqua
6/20/12,6/20/12,21.68126971,MODIS-Terra
6/21/12,6/21/12,80.57991171,MODIS-Terra
6/24/12,6/24/12,11.6764483,MODIS-Terra
6/27/12,6/27/12,79.04456101,MODIS-Aqua
6/27/12,6/27/12,32.71117122,MODIS-Terra
7/2/12,7/2/12,94.02842802,MODIS-Aqua
7/2/12,7/2/12,156.4360162,MODIS-Terra
7/4/12,7/4/12,51.491157,MODIS-Aqua
7/4/12,7/4/12,127.887522,MODIS-Terra
7/5/12,7/5/12,68.44936311,MODIS-Terra
7/5/12,7/5/12,115.0735264,MODIS-Aqua
7/6/12,7/6/12,70.54761555,MODIS-Aqua
7/6/12,7/6/12,70.73554696,MODIS-Terra
7/7/12,7/7/12,71.55165016,MODIS-Aqua
7/7/12,7/7/12,69.31774269,MODIS-Terra
7/8/12,7/8/12,36.32778201,MODIS-Terra
7/9/12,7/9/12,100.7414497,MODIS-Terra
7/10/12,7/10/12,40.86774075,MODIS-Aqua
7/10/12,7/10/12,56.20408656,MODIS-Terra
7/11/12,7/11/12,73.71467822,MODIS-Aqua
7/11/12,7/11/12,105.0378823,MODIS-Terra
7/12/12,7/12/12,72.83218761,MODIS-Terra
7/13/12,7/13/12,48.70903385,MODIS-Terra
7/13/12,7/13/12,29.65930767,MODIS-Aqua
7/19/12,7/19/12,75.16255201,MODIS-Aqua
7/21/12,7/21/12,121.9180026,MODIS-Aqua
7/21/12,7/21/12,98.56737391,MODIS-Terra
7/23/12,7/23/12,81.87075327,MODIS-Aqua
7/23/12,7/23/12,103.1090392,MODIS-Terra
7/24/12,7/24/12,34.58556328,MODIS-Aqua
7/24/12,7/24/12,60.08176716,MODIS-Terra
7/25/12,7/25/12,83.0122759,MODIS-Aqua
7/25/12,7/25/12,105.8053622,MODIS-Terra
7/26/12,7/26/12,97.32872703,MODIS-Aqua
7/26/12,7/26/12,84.83873414,MODIS-Terra
7/27/12,7/27/12,73.55768928,MODIS-Aqua
7/27/12,7/27/12,67.24193371,MODIS-Terra
7/28/12,7/28/12,103.3181138,MODIS-Terra
7/28/12,7/28/12,129.7830265,MODIS-Aqua
7/29/12,7/29/12,40.61041046,MODIS-Terra
7/29/12,7/29/12,43.50674675,MODIS-Aqua
7/30/12,7/30/12,87.83308841,MODIS-Terra
7/30/12,7/30/12,80.26707162,MODIS-Aqua
7/31/12,7/31/12,124.7055837,MODIS-Terra
7/31/12,7/31/12,26.48970198,MODIS-Aqua
8/1/12,8/1/12,125.6987977,MODIS-Aqua
8/1/12,8/1/12,88.16725004,MODIS-Terra
8/2/12,8/2/12,71.96444827,MODIS-Terra
8/2/12,8/2/12,61.99094977,MODIS-Aqua
8/3/12,8/3/12,136.0033271,MODIS-Aqua
8/3/12,8/3/12,127.7395629,MODIS-Terra
8/4/12,8/4/12,112.07057,MODIS-Aqua
8/4/12,8/4/12,111.8422881,MODIS-Terra
8/5/12,8/5/12,74.3652049,MODIS-Aqua
8/6/12,8/6/12,92.8334022,MODIS-Terra
8/6/12,8/6/12,207.4551658,MODIS-Aqua
8/7/12,8/7/12,62.15406073,MODIS-Terra
8/7/12,8/7/12,29.8700083,MODIS-Aqua
8/8/12,8/8/12,80.60398296,MODIS-Terra
8/8/12,8/8/12,104.8106856,MODIS-Aqua
8/9/12,8/9/12,59.87501109,MODIS-Aqua
8/10/12,8/10/12,102.3776486,MODIS-Terra
8/10/12,8/10/12,62.22623638,MODIS-Aqua
8/11/12,8/11/12,91.33415792,MODIS-Terra
8/11/12,8/11/12,97.09365796,MODIS-Aqua
8/12/12,8/12/12,99.08018131,MODIS-Terra
8/12/12,8/12/12,53.79824274,MODIS-Aqua
8/13/12,8/13/12,77.05115821,MODIS-Terra
8/13/12,8/13/12,92.01359387,MODIS-Aqua
8/14/12,8/14/12,83.73823545,MODIS-Terra
8/14/12,8/14/12,51.04942219,MODIS-Aqua
8/15/12,8/15/12,69.91243529,MODIS-Aqua
8/16/12,8/16/12,72.33418654,MODIS-Terra
8/16/12,8/16/12,56.18391195,MODIS-Aqua
8/17/12,8/17/12,62.8531189,MODIS-Terra
8/19/12,8/19/12,140.5394893,MODIS-Terra
8/19/12,8/19/12,112.8926863,MODIS-Aqua
8/21/12,8/21/12,103.9212373,MODIS-Terra
8/21/12,8/21/12,106.4265781,MODIS-Aqua
8/22/12,8/22/12,85.76100329,MODIS-Terra
8/22/12,8/22/12,103.6477888,MODIS-Aqua
8/23/12,8/23/12,51.14967788,MODIS-Terra
8/23/12,8/23/12,55.10798257,MODIS-Aqua
8/24/12,8/24/12,82.65803517,MODIS-Terra
8/25/12,8/25/12,67.36977671,MODIS-Terra
8/25/12,8/25/12,43.83671322,MODIS-Aqua
8/26/12,8/26/12,79.76443586,MODIS-Aqua
8/26/12,8/26/12,56.43255051,MODIS-Terra
8/27/12,8/27/12,111.2975669,MODIS-Aqua
8/27/12,8/27/12,74.4881603,MODIS-Terra
8/29/12,8/29/12,206.791811,MODIS-Aqua
8/29/12,8/29/12,122.0033218,MODIS-Terra
8/30/12,8/30/12,87.21831424,MODIS-Aqua
8/30/12,8/30/12,106.0791744,MODIS-Terra
8/31/12,8/31/12,76.1887287,MODIS-Aqua
8/31/12,8/31/12,92.13561228,MODIS-Terra
9/1/12,9/1/12,61.6990061,MODIS-Aqua
9/1/12,9/1/12,72.42468232,MODIS-Terra
9/2/12,9/2/12,90.44016207,MODIS-Terra
9/2/12,9/2/12,66.49714976,MODIS-Aqua
9/3/12,9/3/12,103.1996869,MODIS-Aqua
9/3/12,9/3/12,94.33711689,MODIS-Terra
9/4/12,9/4/12,95.47579491,MODIS-Terra
9/4/12,9/4/12,55.1240262,MODIS-Aqua
9/5/12,9/5/12,89.38777412,MODIS-Terra
9/5/12,9/5/12,105.116843,MODIS-Aqua
9/6/12,9/6/12,64.04378422,MODIS-Aqua
9/6/12,9/6/12,97.65069289,MODIS-Terra
9/7/12,9/7/12,65.14657093,MODIS-Terra
9/7/12,9/7/12,81.69599848,MODIS-Aqua
9/9/12,9/9/12,114.0938317,MODIS-Aqua
9/11/12,9/11/12,82.18060761,MODIS-Terra
9/11/12,9/11/12,72.79483214,MODIS-Aqua
9/12/12,9/12/12,70.97744797,MODIS-Aqua
9/12/12,9/12/12,79.10717189,MODIS-Terra
9/13/12,9/13/12,54.95127286,MODIS-Aqua
9/14/12,9/14/12,60.32636964,MODIS-Terra
9/14/12,9/14/12,84.12538242,MODIS-Aqua
9/16/12,9/16/12,49.88654577,MODIS-Aqua
9/16/12,9/16/12,70.23577911,MODIS-Terra
9/17/12,9/17/12,65.59805248,MODIS-Aqua
9/17/12,9/17/12,94.94813483,MODIS-Terra
9/18/12,9/18/12,47.7621865,MODIS-Terra
9/18/12,9/18/12,58.09091616,MODIS-Aqua
9/19/12,9/19/12,58.85529247,MODIS-Terra
9/20/12,9/20/12,39.16035683,MODIS-Aqua
9/20/12,9/20/12,114.6675629,MODIS-Terra
9/22/12,9/22/12,112.8437375,MODIS-Terra
9/22/12,9/22/12,65.64671433,MODIS-Aqua
9/23/12,9/23/12,27.10778411,MODIS-Aqua
9/24/12,9/24/12,67.32785101,MODIS-Aqua
9/24/12,9/24/12,138.2931032,MODIS-Terra
9/25/12,9/25/12,54.29756308,MODIS-Terra
9/25/12,9/25/12,31.09766101,MODIS-Aqua
9/26/12,9/26/12,79.51205473,MODIS-Terra
9/26/12,9/26/12,88.88990073,MODIS-Aqua
9/30/12,9/30/12,61.5145532,MODIS-Terra
9/30/12,9/30/12,81.65714233,MODIS-Aqua
10/1/12,10/1/12,79.51205473,MODIS-Terra
10/1/12,10/1/12,43.10560005,MODIS-Aqua
10/2/12,10/2/12,66.96301672,MODIS-Terra
10/2/12,10/2/12,45.37588968,MODIS-Aqua
10/3/12,10/3/12,41.36520901,MODIS-Aqua
10/3/12,10/3/12,43.68930612,MODIS-Terra
10/4/12,10/4/12,42.33965788,MODIS-Terra
10/4/12,10/4/12,35.20107814,MODIS-Aqua
10/5/12,10/5/12,48.87355256,MODIS-Terra
10/5/12,10/5/12,59.7249017,MODIS-Aqua
10/6/12,10/6/12,47.48083972,MODIS-Aqua
10/6/12,10/6/12,57.51512398,MODIS-Terra
10/7/12,10/7/12,58.8779609,MODIS-Aqua
10/7/12,10/7/12,52.9817311,MODIS-Terra
10/8/12,10/8/12,40.02151437,MODIS-Aqua
10/8/12,10/8/12,44.81945284,MODIS-Terra
10/9/12,10/9/12,51.71486923,MODIS-Aqua
10/9/12,10/9/12,48.47544278,MODIS-Terra
10/10/12,10/10/12,57.39560962,MODIS-Aqua
10/10/12,10/10/12,52.61073162,MODIS-Terra
10/11/12,10/11/12,28.97513717,MODIS-Aqua
10/11/12,10/11/12,49.7638755,MODIS-Terra
10/17/12,10/17/12,55.98974443,MODIS-Aqua
10/17/12,10/17/12,67.20228261,MODIS-Terra
10/18/12,10/18/12,47.42222332,MODIS-Aqua
10/18/12,10/18/12,50.00997737,MODIS-Terra
10/25/12,10/25/12,23.07201921,MODIS-Aqua
10/25/12,10/25/12,57.77577286,MODIS-Terra
11/5/12,11/5/12,14.08514,MODIS-Aqua
11/6/12,11/6/12,29.53642977,MODIS-Terra
11/8/12,11/8/12,17.60018359,MODIS-Terra
11/14/12,11/14/12,19.75547146,MODIS-Aqua
11/15/12,11/15/12,19.65492024,MODIS-Aqua
11/15/12,11/15/12,15.86451498,MODIS-Terra
11/25/12,11/25/12,12.42742145,MODIS-Aqua
11/26/12,11/26/12,13.57861489,MODIS-Terra
12/10/12,12/10/12,13.74350762,MODIS-Aqua
12/13/12,12/13/12,13.95204477,MODIS-Aqua
1/1/13,1/1/13,17.64505014,MODIS-Aqua
1/2/13,1/2/13,13.64485922,MODIS-Terra
1/2/13,1/2/13,9.782728719,MODIS-Aqua
1/4/13,1/4/13,31.34674798,MODIS-Terra
1/16/13,1/16/13,12.15273123,MODIS-Terra
1/17/13,1/17/13,20.9651198,MODIS-Aqua
1/17/13,1/17/13,13.53294136,MODIS-Terra
1/18/13,1/18/13,21.18539686,MODIS-Aqua
1/18/13,1/18/13,12.76091309,MODIS-Terra
