date,chlorophyll_ugL,organization,location,latitude,longitude
2011-06-13,17.52143225,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT MID-LAKE NORTH,42.441361,-121.998833
2011-06-13,24.24752896,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT WOCUS BAY,42.32689,-121.919922
2011-06-13,15.8844694,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT COON POINT,42.435722,-122.028194
2011-06-13,18.09408567,KLAMATHTRIBES_WQX,AGENCY LAKE NORTH,42.560556,-121.947444
2011-06-13,23.1,CEDEN,Upper Klamath Lake at Shoalwater Bay-KL0007,42.4071,-121.964
2011-06-13,14.42058324,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT EAGLE RIDGE,42.422083,-121.943278
2011-06-27,9.527507275,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT MID-LAKE NORTH,42.441361,-121.998833
2011-06-27,7.15,CEDEN,Upper Klamath Lake at Eagle Ridge-KL0006,42.4219,-121.944
2011-06-27,12.7,CEDEN,Upper Klamath Lake at Mid Lake-KL0005,42.3689,-121.85
2011-06-27,8.171685587,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT WOCUS BAY,42.32689,-121.919922
2011-06-27,8.49,CEDEN,Upper Klamath Lake at Agency North-KL0011,42.5604,-121.949
2011-06-27,25.7,CEDEN,Agency Lake South-KL0010,42.5234,-121.985
2011-06-27,6.76,CEDEN,Upper Klamath Lake at Wocus Bay-KL0004,42.3262,-121.921
2011-06-27,14.22388658,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT MID-LAKE,42.369083,-121.848694
2011-06-27,12.03384281,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT COON POINT,42.435722,-122.028194
2011-06-27,7.8,CEDEN,Upper Klamath Lake at North Buck Island-KL0003,42.3082,-121.857
2011-06-27,9.983743492,KLAMATHTRIBES_WQX,AGENCY LAKE NORTH,42.560556,-121.947444
2011-06-27,9.266944265,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT NORTH BUCK ISLAND,42.308389,-121.856222
2011-06-27,12.0,CEDEN,Upper Klamath Lake at Pelican Marina-KL0002,42.2416,-121.823
2011-06-27,10.5,CEDEN,Upper Klamath Lake at Coon Point-KL0009,42.4356,-122.029
2011-06-27,8.584644109,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT EAGLE RIDGE,42.422083,-121.943278
2011-06-27,8.05,CEDEN,Upper Klamath Lake at Mid North-KL0008,42.4412,-122.0
2011-06-27,13.43327798,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT SHOAL WATER BAY,42.40725,-121.963083
2011-06-27,11.9,CEDEN,Upper Klamath Lake at Shoalwater Bay-KL0007,42.4071,-121.964
2011-06-27,13.53244767,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT PELICAN MARINA,42.241722,-121.822306
2011-06-27,26.42960782,KLAMATHTRIBES_WQX,AGENCY LAKE SOUTH,42.523583,-121.984278
2011-07-20,344.0,CEDEN,Upper Klamath Lake at North Buck Island-KL0003,42.3082,-121.857
2011-07-20,90.30284927,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT WOCUS BAY,42.32689,-121.919922
2011-07-20,24.06449486,KLAMATHTRIBES_WQX,AGENCY LAKE NORTH,42.560556,-121.947444
2011-07-20,93.34860019,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT SHOAL WATER BAY,42.40725,-121.963083
2011-07-20,60.71180289,KLAMATHTRIBES_WQX,AGENCY LAKE SOUTH,42.523583,-121.984278
2011-07-20,116.0,CEDEN,Upper Klamath Lake at Eagle Ridge-KL0006,42.4219,-121.944
2011-07-20,66.2,CEDEN,Agency Lake South-KL0010,42.5234,-121.985
2011-07-20,258.4270935,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT NORTH BUCK ISLAND,42.308389,-121.856222
2011-07-20,120.2050497,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT COON POINT,42.435722,-122.028194
2011-07-20,189.0,CEDEN,Upper Klamath Lake at Mid Lake-KL0005,42.3689,-121.85
2011-07-20,65.7618604,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT MID-LAKE NORTH,42.441361,-121.998833
2011-07-20,99.39976317,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT EAGLE RIDGE,42.422083,-121.943278
2011-07-20,104.0,CEDEN,Upper Klamath Lake at Wocus Bay-KL0004,42.3262,-121.921
2011-07-20,108.0,CEDEN,Upper Klamath Lake at Shoalwater Bay-KL0007,42.4071,-121.964
2011-07-20,72.5,CEDEN,Upper Klamath Lake at Mid North-KL0008,42.4412,-122.0
2011-07-20,144.0,CEDEN,Upper Klamath Lake at Coon Point-KL0009,42.4356,-122.029
2011-07-20,78.98250248,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT PELICAN MARINA,42.241722,-121.822306
2011-07-20,23.1,CEDEN,Upper Klamath Lake at Agency North-KL0011,42.5604,-121.949
2011-07-20,152.6602969,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT MID-LAKE,42.369083,-121.848694
2011-07-25,71.0,CEDEN,Upper Klamath Lake at Shoalwater Bay-KL0007,42.4071,-121.964
2011-07-25,173.7654201,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT PELICAN MARINA,42.241722,-121.822306
2011-07-25,132.5926968,KLAMATHTRIBES_WQX,AGENCY LAKE SOUTH,42.523583,-121.984278
2011-07-25,219.0,CEDEN,Upper Klamath Lake at Pelican Marina-KL0002,42.2416,-121.823
2011-07-25,143.0,CEDEN,Upper Klamath Lake at Agency North-KL0011,42.5604,-121.949
2011-07-25,90.30284927,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT MID-LAKE,42.369083,-121.848694
2011-07-25,154.7881162,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT WOCUS BAY,42.32689,-121.919922
2011-07-25,192.0,CEDEN,Upper Klamath Lake at Wocus Bay-KL0004,42.3262,-121.921
2011-07-25,64.56446038,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT SHOAL WATER BAY,42.40725,-121.963083
2011-07-25,114.0,CEDEN,Upper Klamath Lake at North Buck Island-KL0003,42.3082,-121.857
2011-07-25,106.8933507,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT COON POINT,42.435722,-122.028194
2011-07-25,120.2050497,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT MID-LAKE NORTH,42.441361,-121.998833
2011-07-25,144.0,CEDEN,Upper Klamath Lake at Mid North-KL0008,42.4412,-122.0
2011-07-25,39.9,CEDEN,Upper Klamath Lake at Eagle Ridge-KL0006,42.4219,-121.944
2011-07-25,119.4710306,KLAMATHTRIBES_WQX,AGENCY LAKE NORTH,42.560556,-121.947444
2011-07-25,161.0,CEDEN,Agency Lake South-KL0010,42.5234,-121.985
2011-07-25,38.90497375,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT EAGLE RIDGE,42.422083,-121.943278
2011-07-25,126.0,CEDEN,Upper Klamath Lake at Coon Point-KL0009,42.4356,-122.029
2011-07-25,104.0,CEDEN,Upper Klamath Lake at Mid Lake-KL0005,42.3689,-121.85
2011-07-25,97.89184617,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT NORTH BUCK ISLAND,42.308389,-121.856222
2011-08-08,16.7,CEDEN,Agency Lake South-KL0010,42.5234,-121.985
2011-08-08,5.79,CEDEN,Upper Klamath Lake at Mid North-KL0008,42.4412,-122.0
2011-08-08,13.8293605,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT NORTH BUCK ISLAND,42.308389,-121.856222
2011-08-08,42.2,CEDEN,Upper Klamath Lake at Pelican Marina-KL0002,42.2416,-121.823
2011-08-08,40.869411,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT PELICAN MARINA,42.241722,-121.822306
2011-08-08,12.43586562,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT MID-LAKE,42.369083,-121.848694
2011-08-08,18.09408567,KLAMATHTRIBES_WQX,AGENCY LAKE SOUTH,42.523583,-121.984278
2011-08-08,7.358444888,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT COON POINT,42.435722,-122.028194
2011-08-08,42.8,CEDEN,Upper Klamath Lake at Wocus Bay-KL0004,42.3262,-121.921
2011-08-08,5.781321863,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT EAGLE RIDGE,42.422083,-121.943278
2011-08-08,4.891085219,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT SHOAL WATER BAY,42.40725,-121.963083
2011-08-08,3.77,CEDEN,Upper Klamath Lake at Shoalwater Bay-KL0007,42.4071,-121.964
2011-08-08,22.3,CEDEN,Upper Klamath Lake at Agency North-KL0011,42.5604,-121.949
2011-08-08,41.37971553,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT WOCUS BAY,42.32689,-121.919922
2011-08-08,23.33042012,KLAMATHTRIBES_WQX,AGENCY LAKE NORTH,42.560556,-121.947444
2011-08-08,10.9,CEDEN,Upper Klamath Lake at Mid Lake-KL0005,42.3689,-121.85
2011-08-08,7.131589282,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT MID-LAKE NORTH,42.441361,-121.998833
2011-08-08,12.3,CEDEN,Upper Klamath Lake at North Buck Island-KL0003,42.3082,-121.857
2011-08-22,38.56195267,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT COON POINT,42.435722,-122.028194
2011-08-22,56.82514987,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT NORTH BUCK ISLAND,42.308389,-121.856222
2011-08-22,78.6714587,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT EAGLE RIDGE,42.422083,-121.943278
2011-08-22,66.95626508,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT PELICAN MARINA,42.241722,-121.822306
2011-08-22,122.0,CEDEN,Upper Klamath Lake at Mid North-KL0008,42.4412,-122.0
2011-08-22,477.0,CEDEN,Upper Klamath Lake at Wocus Bay-KL0004,42.3262,-121.921
2011-08-22,103.9048867,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT MID-LAKE NORTH,42.441361,-121.998833
2011-08-22,200.688802,KLAMATHTRIBES_WQX,AGENCY LAKE SOUTH,42.523583,-121.984278
2011-08-22,88.9,CEDEN,Upper Klamath Lake at Eagle Ridge-KL0006,42.4219,-121.944
2011-08-22,64.56446038,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT MID-LAKE,42.369083,-121.848694
2011-08-22,39.5,CEDEN,Upper Klamath Lake at Coon Point-KL0009,42.4356,-122.029
2011-08-22,258.0,CEDEN,Agency Lake South-KL0010,42.5234,-121.985
2011-08-22,74.0,CEDEN,Upper Klamath Lake at Pelican Marina-KL0002,42.2416,-121.823
2011-08-22,61.4,CEDEN,Upper Klamath Lake at North Buck Island-KL0003,42.3082,-121.857
2011-08-22,222.41021,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT SHOAL WATER BAY,42.40725,-121.963083
2011-08-22,71.0,CEDEN,Upper Klamath Lake at Mid Lake-KL0005,42.3689,-121.85
2011-08-22,64.9,CEDEN,Upper Klamath Lake at Agency North-KL0011,42.5604,-121.949
2011-08-22,59.66264135,KLAMATHTRIBES_WQX,AGENCY LAKE NORTH,42.560556,-121.947444
2011-08-22,344.4401179,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT WOCUS BAY,42.32689,-121.919922
2011-09-06,278.0,CEDEN,Upper Klamath Lake at Wocus Bay-KL0004,42.3262,-121.921
2011-09-06,44.00279467,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT PELICAN MARINA,42.241722,-121.822306
2011-09-06,135.4838448,KLAMATHTRIBES_WQX,AGENCY LAKE NORTH,42.560556,-121.947444
2011-09-06,42.82092373,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT EAGLE RIDGE,42.422083,-121.943278
2011-09-06,34.49856865,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT COON POINT,42.435722,-122.028194
2011-09-06,66.16032469,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT SHOAL WATER BAY,42.40725,-121.963083
2011-09-06,165.0,CEDEN,Upper Klamath Lake at Agency North-KL0011,42.5604,-121.949
2011-09-06,44.5,CEDEN,Upper Klamath Lake at Eagle Ridge-KL0006,42.4219,-121.944
2011-09-06,26.8,CEDEN,Upper Klamath Lake at Mid Lake-KL0005,42.3689,-121.85
2011-09-06,105.4005774,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT NORTH BUCK ISLAND,42.308389,-121.856222
2011-09-06,214.3004946,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT WOCUS BAY,42.32689,-121.919922
2011-09-06,111.0,CEDEN,Upper Klamath Lake at Mid North-KL0008,42.4412,-122.0
2011-09-06,73.0,CEDEN,Upper Klamath Lake at Shoalwater Bay-KL0007,42.4071,-121.964
2011-09-06,105.0,CEDEN,Agency Lake South-KL0010,42.5234,-121.985
2011-09-06,124.0,CEDEN,Upper Klamath Lake at North Buck Island-KL0003,42.3082,-121.857
2011-09-06,95.62393961,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT MID-LAKE NORTH,42.441361,-121.998833
2011-09-06,34.8,CEDEN,Upper Klamath Lake at Coon Point-KL0009,42.4356,-122.029
2011-09-06,91.06559603,KLAMATHTRIBES_WQX,AGENCY LAKE SOUTH,42.523583,-121.984278
2011-09-06,27.42136548,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT MID-LAKE,42.369083,-121.848694
2011-09-26,115.0,CEDEN,Upper Klamath Lake at Shoalwater Bay-KL0007,42.4071,-121.964
2011-09-26,87.24288125,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT COON POINT,42.435722,-122.028194
2011-09-26,57.4,CEDEN,Upper Klamath Lake at Agency North-KL0011,42.5604,-121.949
2011-09-26,53.558155,KLAMATHTRIBES_WQX,AGENCY LAKE NORTH,42.560556,-121.947444
2011-09-26,106.8933507,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT NORTH BUCK ISLAND,42.308389,-121.856222
2011-09-26,83.31978439,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT MID-LAKE NORTH,42.441361,-121.998833
2011-09-26,98.64620149,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT SHOAL WATER BAY,42.40725,-121.963083
2011-09-26,52.98364468,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT MID-LAKE,42.369083,-121.848694
2011-09-26,94.9,CEDEN,Upper Klamath Lake at Mid North-KL0008,42.4412,-122.0
2011-09-26,116.0,CEDEN,Upper Klamath Lake at Wocus Bay-KL0004,42.3262,-121.921
2011-09-26,100.0,CEDEN,Upper Klamath Lake at Coon Point-KL0009,42.4356,-122.029
2011-09-26,66.3,CEDEN,Upper Klamath Lake at Pelican Marina-KL0002,42.2416,-121.823
2011-09-26,70.28523085,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT EAGLE RIDGE,42.422083,-121.943278
2011-09-26,31.87045892,KLAMATHTRIBES_WQX,AGENCY LAKE SOUTH,42.523583,-121.984278
2011-09-26,56.7,CEDEN,Upper Klamath Lake at Mid Lake-KL0005,42.3689,-121.85
2011-09-26,60.79240374,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT PELICAN MARINA,42.241722,-121.822306
2011-09-26,126.0,CEDEN,Upper Klamath Lake at North Buck Island-KL0003,42.3082,-121.857
2011-09-26,78.2,CEDEN,Upper Klamath Lake at Eagle Ridge-KL0006,42.4219,-121.944
2011-09-26,31.8,CEDEN,Agency Lake South-KL0010,42.5234,-121.985
2011-09-26,99.39976317,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT WOCUS BAY,42.32689,-121.919922
2011-10-03,69.4154983,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT MID-LAKE,42.369083,-121.848694
2011-10-03,82.7,CEDEN,Upper Klamath Lake at North Buck Island-KL0003,42.3082,-121.857
2011-10-03,74.45542168,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT MID-LAKE NORTH,42.441361,-121.998833
2011-10-03,82.3,CEDEN,Upper Klamath Lake at Wocus Bay-KL0004,42.3262,-121.921
2011-10-03,46.3,CEDEN,Upper Klamath Lake at Coon Point-KL0009,42.4356,-122.029
2011-10-03,75.16033263,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT EAGLE RIDGE,42.422083,-121.943278
2011-10-03,59.74343578,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT SHOAL WATER BAY,42.40725,-121.963083
2011-10-03,41.71943702,KLAMATHTRIBES_WQX,AGENCY LAKE NORTH,42.560556,-121.947444
2011-10-03,65.0,CEDEN,Upper Klamath Lake at Shoalwater Bay-KL0007,42.4071,-121.964
2011-10-03,73.82806189,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT NORTH BUCK ISLAND,42.308389,-121.856222
